Energy Comsumption,11517.0,[MJ]
Fuel Consumption,248.0,[kg]
Charred Depth,0.0,[cm]
Time of Temperature Deviated,0.0,[min]
Time of Ventilation Controlled,0.0,[min]
Energy Loss to Lining,-5587.0,[MJ]
Max. lining temperature,1006.0,[C]
Max. specimen temperature,25.0,[C]
Min. heat loss to lining,-1316.0,[kJ/s]
Min. heat loss to specimen,0.0,[kJ/s]
Min. heat loss to window,-35.0,[kJ/s]
Ave. vent. mass flow rate,0.773,[kg/s]
O2 content by vol.,4.55,[%]
