Energy Comsumption,11454.0,[MJ]
Fuel Consumption,247.0,[kg]
Charred Depth,0.0,[cm]
Time of Temperature Deviated,0.0,[min]
Time of Ventilation Controlled,0.0,[min]
Energy Loss to Lining,-5538.0,[MJ]
Max. lining temperature,1002.0,[C]
Max. specimen temperature,25.0,[C]
Min. heat loss to lining,-1252.0,[kJ/s]
Min. heat loss to specimen,0.0,[kJ/s]
Min. heat loss to window,-35.0,[kJ/s]
Ave. vent. mass flow rate,0.77,[kg/s]
O2 content by vol.,4.66,[%]
