time,hr_burner_combustion
1856,3160338.87022
1856.5,3160336.922481
1857,3160334.969362
1857.5,3160333.010884
1858,3160331.047069
1858.5,3160329.077939
1859,3160327.103515
1859.5,3160325.123819
1860,3160323.138873
1860.5,3160321.148698
1861,3160319.153316
1861.5,3160317.152748
1862,3160315.147015
1862.5,3160313.13614
1863,3160311.120142
1863.5,3160309.099044
1864,3160307.072866
1864.5,3160305.041629
1865,3160303.005354
1865.5,3160300.964063
1866,3160298.917775
1866.5,3160296.866512
1867,3160294.810294
1867.5,3160292.749141
1868,3160290.683074
1868.5,3160288.612113
1869,3160286.536278
1869.5,3160284.455589
1870,3160282.370066
1870.5,3160280.279729
1871,3160278.184598
1871.5,3160276.084692
1872,3160273.98003
1872.5,3160271.870633
1873,3160269.756518
1873.5,3160267.637705
1874,3160265.514214
1874.5,3160263.386063
1875,3160261.25327
1875.5,3160259.115855
1876,3160256.973835
1876.5,3160254.827229
1877,3160252.676055
1877.5,3160250.520332
1878,3160248.360077
1878.5,3160246.195307
1879,3160244.026041
1879.5,3160241.852297
1880,3160239.67409
1880.5,3160237.491439
1881,3160235.304361
1881.5,3160233.112873
1882,3160230.916991
1882.5,3160228.716732
1883,3160226.512113
1883.5,3160224.303151
1884,3160222.08986
1884.5,3160219.872258
1885,3160217.65036
1885.5,3160215.424183
1886,3160213.193741
1886.5,3160210.959051
1887,3160208.720128
1887.5,3160206.476987
1888,3160204.229644
1888.5,3160201.978112
1889,3160199.722408
1889.5,3160197.462546
1890,3160195.19854
1890.5,3160192.930405
1891,3160190.658156
1891.5,3160188.381805
1892,3160186.101368
1892.5,3160183.816859
1893,3160181.52829
1893.5,3160179.235676
1894,3160176.93903
1894.5,3160174.638366
1895,3160172.333696
1895.5,3160170.025034
1896,3160167.712393
1896.5,3160165.395785
1897,3160163.075223
1897.5,3160160.75072
1898,3160158.422289
1898.5,3160156.08994
1899,3160153.753688
1899.5,3160151.413543
1900,3160149.069517
1900.5,3160146.721623
1901,3160144.369873
1901.5,3160142.014276
1902,3160139.654846
1902.5,3160137.291592
1903,3160134.924528
1903.5,3160132.553662
1904,3160130.179008
1904.5,3160127.800574
1905,3160125.418372
1905.5,3160123.032413
1906,3160120.642706
1906.5,3160118.249263
1907,3160115.852093
1907.5,3160113.451207
1908,3160111.046614
1908.5,3160108.638325
1909,3160106.226349
1909.5,3160103.810696
1910,3160101.391376
1910.5,3160098.968397
1911,3160096.54177
1911.5,3160094.111503
1912,3160091.677606
1912.5,3160089.240087
1913,3160086.798956
1913.5,3160084.354221
1914,3160081.905891
1914.5,3160079.453976
1915,3160076.998482
1915.5,3160074.539419
1916,3160072.076795
1916.5,3160069.610618
1917,3160067.140896
1917.5,3160064.667638
1918,3160062.190851
1918.5,3160059.710543
1919,3160057.226722
1919.5,3160054.739396
1920,3160052.248572
1920.5,3160049.754257
1921,3160047.25646
1921.5,3160044.755187
1922,3160042.250446
1922.5,3160039.742243
1923,3160037.230586
1923.5,3160034.715482
1924,3160032.196938
1924.5,3160029.67496
1925,3160027.149555
1925.5,3160024.62073
1926,3160022.088492
1926.5,3160019.552847
1927,3160017.013801
1927.5,3160014.47136
1928,3160011.925532
1928.5,3160009.376322
1929,3160006.823737
1929.5,3160004.267782
1930,3160001.708463
1930.5,3159999.145786
1931,3159996.579758
1931.5,3159994.010383
1932,3159991.437668
1932.5,3159988.861619
1933,3159986.28224
1933.5,3159983.699538
1934,3159981.113517
1934.5,3159978.524184
1935,3159975.931543
1935.5,3159973.335599
1936,3159970.736359
1936.5,3159968.133827
1937,3159965.528008
1937.5,3159962.918907
1938,3159960.306529
1938.5,3159957.69088
1939,3159955.071963
1939.5,3159952.449784
1940,3159949.824347
1940.5,3159947.195658
1941,3159944.56372
1941.5,3159941.928538
1942,3159939.290118
1942.5,3159936.648462
1943,3159934.003576
1943.5,3159931.355465
1944,3159928.704132
1944.5,3159926.049581
1945,3159923.391817
1945.5,3159920.730845
1946,3159918.066668
1946.5,3159915.39929
1947,3159912.728715
1947.5,3159910.054948
1948,3159907.377992
1948.5,3159904.697851
1949,3159902.01453
1949.5,3159899.328031
1950,3159896.638359
1950.5,3159893.945518
1951,3159891.249511
1951.5,3159888.550341
1952,3159885.848013
1952.5,3159883.142531
1953,3159880.433896
1953.5,3159877.722114
1954,3159875.007188
1954.5,3159872.28912
1955,3159869.567916
1955.5,3159866.843577
1956,3159864.116107
1956.5,3159861.385509
1957,3159858.651788
1957.5,3159855.914945
1958,3159853.174985
1958.5,3159850.43191
1959,3159847.685724
1959.5,3159844.936429
1960,3159842.18403
1960.5,3159839.428528
1961,3159836.669927
1961.5,3159833.908229
1962,3159831.143439
1962.5,3159828.375558
1963,3159825.604591
1963.5,3159822.830538
1964,3159820.053405
1964.5,3159817.273192
1965,3159814.489904
1965.5,3159811.703543
1966,3159808.914111
1966.5,3159806.121612
1967,3159803.326048
1967.5,3159800.527422
1968,3159797.725737
1968.5,3159794.920994
1969,3159792.113198
1969.5,3159789.30235
1970,3159786.488453
1970.5,3159783.67151
1971,3159780.851523
1971.5,3159778.028495
1972,3159775.202428
1972.5,3159772.373324
1973,3159769.541187
1973.5,3159766.706019
1974,3159763.867822
1974.5,3159761.026598
1975,3159758.18235
1975.5,3159755.33508
1976,3159752.484792
1976.5,3159749.631486
1977,3159746.775166
1977.5,3159743.915833
1978,3159741.053491
1978.5,3159738.188141
1979,3159735.319785
1979.5,3159732.448426
1980,3159729.574067
1980.5,3159726.696709
1981,3159723.816355
1981.5,3159720.933006
1982,3159718.046666
1982.5,3159715.157335
1983,3159712.265018
1983.5,3159709.369715
1984,3159706.471428
1984.5,3159703.570161
1985,3159700.665914
1985.5,3159697.758691
1986,3159694.848493
1986.5,3159691.935323
1987,3159689.019182
1987.5,3159686.100072
1988,3159683.177997
1988.5,3159680.252957
1989,3159677.324955
1989.5,3159674.393992
1990,3159671.460072
1990.5,3159668.523195
1991,3159665.583365
1991.5,3159662.640582
1992,3159659.69485
1992.5,3159656.746169
1993,3159653.794543
1993.5,3159650.839972
1994,3159647.88246
1994.5,3159644.922007
1995,3159641.958617
1995.5,3159638.99229
1996,3159636.023029
1996.5,3159633.050837
1997,3159630.075714
1997.5,3159627.097662
1998,3159624.116685
1998.5,3159621.132783
1999,3159618.145958
1999.5,3159615.156214
2000,3159612.16355
2000.5,3159609.16797
2001,3159606.169476
2001.5,3159603.168068
2002,3159600.16375
2002.5,3159597.156522
2003,3159594.146388
2003.5,3159591.133349
2004,3159588.117406
2004.5,3159585.098562
2005,3159582.076818
2005.5,3159579.052177
2006,3159576.024641
2006.5,3159572.99421
2007,3159569.960888
2007.5,3159566.924675
2008,3159563.885575
2008.5,3159560.843589
2009,3159557.798718
2009.5,3159554.750964
2010,3159551.70033
2010.5,3159548.646818
2011,3159545.590429
2011.5,3159542.531165
2012,3159539.469027
2012.5,3159536.404019
2013,3159533.336142
2013.5,3159530.265397
2014,3159527.191786
2014.5,3159524.115313
2015,3159521.035977
2015.5,3159517.953781
2016,3159514.868728
2016.5,3159511.780819
2017,3159508.690055
2017.5,3159505.596439
2018,3159502.499973
2018.5,3159499.400658
2019,3159496.298497
2019.5,3159493.19349
2020,3159490.085642
2020.5,3159486.974952
2021,3159483.861423
2021.5,3159480.745057
2022,3159477.625856
2022.5,3159474.503821
2023,3159471.378955
2023.5,3159468.25126
2024,3159465.120736
2024.5,3159461.987388
2025,3159458.851215
2025.5,3159455.712221
2026,3159452.570406
2026.5,3159449.425774
2027,3159446.278325
2027.5,3159443.128063
2028,3159439.974988
2028.5,3159436.819103
2029,3159433.660409
2029.5,3159430.498909
2030,3159427.334604
2030.5,3159424.167497
2031,3159420.99759
2031.5,3159417.824883
2032,3159414.64938
2032.5,3159411.471083
2033,3159408.289992
2033.5,3159405.106111
2034,3159401.919441
2034.5,3159398.729984
2035,3159395.537742
2035.5,3159392.342717
2036,3159389.144911
2036.5,3159385.944327
2037,3159382.740965
2037.5,3159379.534828
2038,3159376.325919
2038.5,3159373.114238
2039,3159369.899789
2039.5,3159366.682573
2040,3159363.462592
2040.5,3159360.239848
2041,3159357.014343
2041.5,3159353.786079
2042,3159350.555058
2042.5,3159347.321283
2043,3159344.084755
2043.5,3159340.845476
2044,3159337.603449
2044.5,3159334.358675
2045,3159331.111157
2045.5,3159327.860896
2046,3159324.607895
2046.5,3159321.352156
2047,3159318.09368
2047.5,3159314.832471
2048,3159311.568529
2048.5,3159308.301857
2049,3159305.032458
2049.5,3159301.760333
2050,3159298.485484
2050.5,3159295.207914
2051,3159291.927624
2051.5,3159288.644618
2052,3159285.358896
2052.5,3159282.070461
2053,3159278.779315
2053.5,3159275.485461
2054,3159272.1889
2054.5,3159268.889634
2055,3159265.587667
2055.5,3159262.282999
2056,3159258.975634
2056.5,3159255.665573
2057,3159252.352818
2057.5,3159249.037372
2058,3159245.719237
2058.5,3159242.398415
2059,3159239.074908
2059.5,3159235.748719
2060,3159232.41985
2060.5,3159229.088302
2061,3159225.754079
2061.5,3159222.417182
2062,3159219.077613
2062.5,3159215.735376
2063,3159212.390471
2063.5,3159209.042902
2064,3159205.692671
2064.5,3159202.339779
2065,3159198.98423
2065.5,3159195.626025
2066,3159192.265167
2066.5,3159188.901658
2067,3159185.5355
2067.5,3159182.166696
2068,3159178.795248
2068.5,3159175.421158
2069,3159172.044428
2069.5,3159168.665061
2070,3159165.28306
2070.5,3159161.898426
2071,3159158.511162
2071.5,3159155.121271
2072,3159151.728753
2072.5,3159148.333613
2073,3159144.935852
2073.5,3159141.535473
2074,3159138.132478
2074.5,3159134.726869
2075,3159131.318649
2075.5,3159127.90782
2076,3159124.494385
2076.5,3159121.078346
2077,3159117.659705
2077.5,3159114.238465
2078,3159110.814628
2078.5,3159107.388197
2079,3159103.959174
2079.5,3159100.527562
2080,3159097.093362
2080.5,3159093.656578
2081,3159090.217212
2081.5,3159086.775266
2082,3159083.330743
2082.5,3159079.883645
2083,3159076.433975
2083.5,3159072.981736
2084,3159069.526929
2084.5,3159066.069557
2085,3159062.609623
2085.5,3159059.147129
2086,3159055.682078
2086.5,3159052.214473
2087,3159048.744315
2087.5,3159045.271607
2088,3159041.796352
2088.5,3159038.318553
2089,3159034.838212
2089.5,3159031.355331
2090,3159027.869913
2090.5,3159024.381961
2091,3159020.891477
2091.5,3159017.398464
2092,3159013.902924
2092.5,3159010.40486
2093,3159006.904275
2093.5,3159003.401171
2094,3158999.89555
2094.5,3158996.387416
2095,3158992.876771
2095.5,3158989.363618
2096,3158985.847958
2096.5,3158982.329796
2097,3158978.809133
2097.5,3158975.285972
2098,3158971.760316
2098.5,3158968.232167
2099,3158964.701529
2099.5,3158961.168403
2100,3158957.632793
2100.5,3158954.094701
2101,3158950.554129
2101.5,3158947.011081
2102,3158943.46556
2102.5,3158939.917567
2103,3158936.367105
2103.5,3158932.814178
2104,3158929.258789
2104.5,3158925.700938
2105,3158922.140631
2105.5,3158918.577868
2106,3158915.012653
2106.5,3158911.444989
2107,3158907.874879
2107.5,3158904.302325
2108,3158900.727329
2108.5,3158897.149895
2109,3158893.570026
2109.5,3158889.987724
2110,3158886.402992
2110.5,3158882.815833
2111,3158879.22625
2111.5,3158875.634245
2112,3158872.039821
2112.5,3158868.442981
2113,3158864.843728
2113.5,3158861.242065
2114,3158857.637994
2114.5,3158854.031519
2115,3158850.422641
2115.5,3158846.811365
2116,3158843.197692
2116.5,3158839.581627
2117,3158835.96317
2117.5,3158832.342326
2118,3158828.719098
2118.5,3158825.093487
2119,3158821.465498
2119.5,3158817.835132
2120,3158814.202394
2120.5,3158810.567285
2121,3158806.929808
2121.5,3158803.289967
2122,3158799.647764
2122.5,3158796.003203
2123,3158792.356286
2123.5,3158788.707016
2124,3158785.055396
2124.5,3158781.401429
2125,3158777.745118
2125.5,3158774.086466
2126,3158770.425476
2126.5,3158766.762151
2127,3158763.096493
2127.5,3158759.428506
2128,3158755.758193
2128.5,3158752.085556
2129,3158748.410599
2129.5,3158744.733325
2130,3158741.053736
2130.5,3158737.371836
2131,3158733.687627
2131.5,3158730.001113
2132,3158726.312296
2132.5,3158722.621181
2133,3158718.927768
2133.5,3158715.232063
2134,3158711.534067
2134.5,3158707.833784
2135,3158704.131216
2135.5,3158700.426367
2136,3158696.71924
2136.5,3158693.009838
2137,3158689.298164
2137.5,3158685.584221
2138,3158681.868012
2138.5,3158678.14954
2139,3158674.428808
2139.5,3158670.70582
2140,3158666.980578
2140.5,3158663.253085
2141,3158659.523345
2141.5,3158655.79136
2142,3158652.057134
2142.5,3158648.32067
2143,3158644.581971
2143.5,3158640.84104
2144,3158637.09788
2144.5,3158633.352495
2145,3158629.604886
2145.5,3158625.855059
2146,3158622.103015
2146.5,3158618.348758
2147,3158614.592291
2147.5,3158610.833617
2148,3158607.072739
2148.5,3158603.30966
2149,3158599.544385
2149.5,3158595.776915
2150,3158592.007254
2150.5,3158588.235405
2151,3158584.461371
2151.5,3158580.685156
2152,3158576.906763
2152.5,3158573.126194
2153,3158569.343453
2153.5,3158565.558544
2154,3158561.771469
2154.5,3158557.982232
2155,3158554.190835
2155.5,3158550.397283
2156,3158546.601578
2156.5,3158542.803724
2157,3158539.003723
2157.5,3158535.201579
2158,3158531.397296
2158.5,3158527.590876
2159,3158523.782323
2159.5,3158519.97164
2160,3158516.15883
2160.5,3158512.343896
2161,3158508.526843
2161.5,3158504.707672
2162,3158500.886387
2162.5,3158497.062993
2163,3158493.237491
2163.5,3158489.409885
2164,3158485.580178
2164.5,3158481.748375
2165,3158477.914477
2165.5,3158474.078488
2166,3158470.240412
2166.5,3158466.400252
2167,3158462.558012
2167.5,3158458.713693
2168,3158454.867301
2168.5,3158451.018838
2169,3158447.168307
2169.5,3158443.315712
2170,3158439.461056
2170.5,3158435.604343
2171,3158431.745575
2171.5,3158427.884757
2172,3158424.021891
2172.5,3158420.156981
2173,3158416.29003
2173.5,3158412.421041
2174,3158408.550019
2174.5,3158404.676966
2175,3158400.801886
2175.5,3158396.924781
2176,3158393.045656
2176.5,3158389.164514
2177,3158385.281358
2177.5,3158381.396191
2178,3158377.509018
2178.5,3158373.61984
2179,3158369.728663
2179.5,3158365.835488
2180,3158361.940321
2180.5,3158358.043163
2181,3158354.144018
2181.5,3158350.24289
2182,3158346.339782
2182.5,3158342.434698
2183,3158338.527641
2183.5,3158334.618615
2184,3158330.707622
2184.5,3158326.794667
2185,3158322.879752
2185.5,3158318.962881
2186,3158315.044058
2186.5,3158311.123287
2187,3158307.200569
2187.5,3158303.27591
2188,3158299.349312
2188.5,3158295.420779
2189,3158291.490314
2189.5,3158287.557922
2190,3158283.623604
2190.5,3158279.687365
2191,3158275.749209
2191.5,3158271.809138
2192,3158267.867156
2192.5,3158263.923268
2193,3158259.977475
2193.5,3158256.029782
2194,3158252.080192
2194.5,3158248.128709
2195,3158244.175335
2195.5,3158240.220076
2196,3158236.262934
2196.5,3158232.303912
2197,3158228.343015
2197.5,3158224.380245
2198,3158220.415606
2198.5,3158216.449102
2199,3158212.480737
2199.5,3158208.510513
2200,3158204.538435
2200.5,3158200.564505
2201,3158196.588728
2201.5,3158192.611106
2202,3158188.631123
2202.5,3158184.648653
2203,3158180.664078
2203.5,3158176.677533
2204,3158172.689069
2204.5,3158168.698706
2205,3158164.706455
2205.5,3158160.712319
2206,3158156.716304
2206.5,3158152.718414
2207,3158148.718652
2207.5,3158144.717023
2208,3158140.713528
2208.5,3158136.708173
2209,3158132.70096
2209.5,3158128.691894
2210,3158124.680978
2210.5,3158120.668216
2211,3158116.653611
2211.5,3158112.637167
2212,3158108.618887
2212.5,3158104.598776
2213,3158100.576837
2213.5,3158096.553073
2214,3158092.527489
2214.5,3158088.500088
2215,3158084.470874
2215.5,3158080.439851
2216,3158076.407023
2216.5,3158072.372392
2217,3158068.335964
2217.5,3158064.297742
2218,3158060.257731
2218.5,3158056.215933
2219,3158052.172354
2219.5,3158048.126997
2220,3158044.079866
2220.5,3158040.030966
2221,3158035.9803
2221.5,3158031.927874
2222,3158027.873691
2222.5,3158023.817755
2223,3158019.760071
2223.5,3158015.700645
2224,3158011.639479
2224.5,3158007.576579
2225,3158003.511949
2225.5,3157999.445594
2226,3157995.377519
2226.5,3157991.307729
2227,3157987.236229
2227.5,3157983.163023
2228,3157979.088117
2228.5,3157975.011516
2229,3157970.933224
2229.5,3157966.853248
2230,3157962.771593
2230.5,3157958.688263
2231,3157954.603265
2231.5,3157950.516604
2232,3157946.428286
2232.5,3157942.338316
2233,3157938.2467
2233.5,3157934.153444
2234,3157930.058554
2234.5,3157925.962035
2235,3157921.863895
2235.5,3157917.764139
2236,3157913.662773
2236.5,3157909.559804
2237,3157905.455237
2237.5,3157901.34908
2238,3157897.241339
2238.5,3157893.13202
2239,3157889.02113
2239.5,3157884.908677
2240,3157880.794665
2240.5,3157876.679103
2241,3157872.561998
2241.5,3157868.443356
2242,3157864.323184
2242.5,3157860.20149
2243,3157856.07828
2243.5,3157851.953563
2244,3157847.827345
2244.5,3157843.699633
2245,3157839.570436
2245.5,3157835.43976
2246,3157831.307614
2246.5,3157827.174004
2247,3157823.038939
2247.5,3157818.902426
2248,3157814.764473
2248.5,3157810.625088
2249,3157806.484279
2249.5,3157802.342053
2250,3157798.198419
2250.5,3157794.053385
2251,3157789.906959
2251.5,3157785.759149
2252,3157781.609964
2252.5,3157777.45941
2253,3157773.307498
2253.5,3157769.154235
2254,3157764.999629
2254.5,3157760.843689
2255,3157756.686424
2255.5,3157752.527841
2256,3157748.36795
2256.5,3157744.206758
2257,3157740.044276
2257.5,3157735.88051
2258,3157731.71547
2258.5,3157727.549165
2259,3157723.381603
2259.5,3157719.212793
2260,3157715.042743
2260.5,3157710.871464
2261,3157706.698962
2261.5,3157702.525248
2262,3157698.35033
2262.5,3157694.174217
2263,3157689.996918
2263.5,3157685.818442
2264,3157681.638797
2264.5,3157677.457993
2265,3157673.276039
2265.5,3157669.092944
2266,3157664.908716
2266.5,3157660.723365
2267,3157656.5369
2267.5,3157652.34933
2268,3157648.160663
2268.5,3157643.970909
2269,3157639.780077
2269.5,3157635.588177
2270,3157631.395216
2270.5,3157627.201205
2271,3157623.006151
2271.5,3157618.810065
2272,3157614.612955
2272.5,3157610.414831
2273,3157606.215701
2273.5,3157602.015575
2274,3157597.814462
2274.5,3157593.61237
2275,3157589.409309
2275.5,3157585.205287
2276,3157581.000315
2276.5,3157576.7944
2277,3157572.587552
2277.5,3157568.379781
2278,3157564.171094
2278.5,3157559.961501
2279,3157555.751011
2279.5,3157551.539633
2280,3157547.327375
2280.5,3157543.114248
2281,3157538.900259
2281.5,3157534.685418
2282,3157530.469733
2282.5,3157526.253213
2283,3157522.035868
2283.5,3157517.817706
2284,3157513.598736
2284.5,3157509.378967
2285,3157505.158407
2285.5,3157500.937065
2286,3157496.714951
2286.5,3157492.492072
2287,3157488.268438
2287.5,3157484.044057
2288,3157479.818937
2288.5,3157475.593089
2289,3157471.366519
2289.5,3157467.139236
2290,3157462.91125
2290.5,3157458.682569
2291,3157454.453201
2291.5,3157450.223155
2292,3157445.992438
2292.5,3157441.761061
2293,3157437.52903
2293.5,3157433.296355
2294,3157429.063043
2294.5,3157424.829104
2295,3157420.594545
2295.5,3157416.359374
2296,3157412.1236
2296.5,3157407.887231
2297,3157403.650276
2297.5,3157399.412742
2298,3157395.174637
2298.5,3157390.935969
2299,3157386.696747
2299.5,3157382.456979
2300,3157378.216672
2300.5,3157373.975835
2301,3157369.734475
2301.5,3157365.492601
2302,3157361.25022
2302.5,3157357.007339
2303,3157352.763968
2303.5,3157348.520113
2304,3157344.275782
2304.5,3157340.030983
2305,3157335.785724
2305.5,3157331.540012
2306,3157327.293855
2306.5,3157323.04726
2307,3157318.800235
2307.5,3157314.552787
2308,3157310.304925
2308.5,3157306.056654
2309,3157301.807984
2309.5,3157297.55892
2310,3157293.30947
2310.5,3157289.059643
2311,3157284.809444
2311.5,3157280.558881
2312,3157276.307961
2312.5,3157272.056692
2313,3157267.80508
2313.5,3157263.553133
2314,3157259.300858
2314.5,3157255.048261
2315,3157250.79535
2315.5,3157246.542131
2316,3157242.288612
2316.5,3157238.034799
2317,3157233.7807
2317.5,3157229.52632
2318,3157225.271667
2318.5,3157221.016748
2319,3157216.761569
2319.5,3157212.506136
2320,3157208.250458
2320.5,3157203.994539
2321,3157199.738387
2321.5,3157195.482008
2322,3157191.225409
2322.5,3157186.968596
2323,3157182.711575
2323.5,3157178.454354
2324,3157174.196938
2324.5,3157169.939334
2325,3157165.681547
2325.5,3157161.423585
2326,3157157.165453
2326.5,3157152.907158
2327,3157148.648706
2327.5,3157144.390103
2328,3157140.131355
2328.5,3157135.872468
2329,3157131.613448
2329.5,3157127.354301
2330,3157123.095034
2330.5,3157118.835651
2331,3157114.57616
2331.5,3157110.316565
2332,3157106.056873
2332.5,3157101.79709
2333,3157097.537221
2333.5,3157093.277272
2334,3157089.017248
2334.5,3157084.757157
2335,3157080.497002
2335.5,3157076.23679
2336,3157071.976527
2336.5,3157067.716217
2337,3157063.455867
2337.5,3157059.195482
2338,3157054.935067
2338.5,3157050.674628
2339,3157046.414171
2339.5,3157042.1537
2340,3157037.893221
2340.5,3157033.63274
2341,3157029.372261
2341.5,3157025.11179
2342,3157020.851333
2342.5,3157016.590893
2343,3157012.330478
2343.5,3157008.070091
2344,3157003.809739
2344.5,3156999.549425
2345,3156995.289155
2345.5,3156991.028935
2346,3156986.768768
2346.5,3156982.508661
2347,3156978.248618
2347.5,3156973.988644
2348,3156969.728744
2348.5,3156965.468924
2349,3156961.209186
2349.5,3156956.949538
2350,3156952.689983
2350.5,3156948.430526
2351,3156944.171172
2351.5,3156939.911926
2352,3156935.652792
2352.5,3156931.393775
2353,3156927.13488
2353.5,3156922.876112
2354,3156918.617475
2354.5,3156914.358973
2355,3156910.100612
2355.5,3156905.842395
2356,3156901.584328
2356.5,3156897.326414
2357,3156893.068659
2357.5,3156888.811066
2358,3156884.553641
2358.5,3156880.296387
2359,3156876.039309
2359.5,3156871.782411
2360,3156867.525698
2360.5,3156863.269174
2361,3156859.012844
2361.5,3156854.75671
2362,3156850.500779
2362.5,3156846.245054
2363,3156841.989539
2363.5,3156837.734238
2364,3156833.479156
2364.5,3156829.224297
2365,3156824.969664
2365.5,3156820.715263
2366,3156816.461097
2366.5,3156812.20717
2367,3156807.953486
2367.5,3156803.700049
2368,3156799.446864
2368.5,3156795.193934
2369,3156790.941263
2369.5,3156786.688855
2370,3156782.436715
2370.5,3156778.184846
2371,3156773.933251
2371.5,3156769.681936
2372,3156765.430903
2372.5,3156761.180156
2373,3156756.9297
2373.5,3156752.679539
2374,3156748.429675
2374.5,3156744.180113
2375,3156739.930857
2375.5,3156735.68191
2376,3156731.433275
2376.5,3156727.184958
2377,3156722.936961
2377.5,3156718.689288
2378,3156714.441943
2378.5,3156710.19493
2379,3156705.948251
2379.5,3156701.701911
2380,3156697.455913
2380.5,3156693.210261
2381,3156688.964959
2381.5,3156684.720009
2382,3156680.475416
2382.5,3156676.231184
2383,3156671.987314
2383.5,3156667.743812
2384,3156663.50068
2384.5,3156659.257922
2385,3156655.015542
2385.5,3156650.773543
2386,3156646.531928
2386.5,3156642.290701
2387,3156638.049864
2387.5,3156633.809423
2388,3156629.569379
2388.5,3156625.329737
2389,3156621.090499
2389.5,3156616.851669
2390,3156612.613251
2390.5,3156608.375247
2391,3156604.137661
2391.5,3156599.900496
2392,3156595.663755
2392.5,3156591.427443
2393,3156587.191561
2393.5,3156582.956114
2394,3156578.721104
2394.5,3156574.486534
2395,3156570.252409
2395.5,3156566.01873
2396,3156561.785502
2396.5,3156557.552727
2397,3156553.320409
2397.5,3156549.088551
2398,3156544.857155
2398.5,3156540.626226
2399,3156536.395765
2399.5,3156532.165777
2400,3156527.936264
2400.5,3156523.70723
2401,3156519.478677
2401.5,3156515.250609
2402,3156511.023028
2402.5,3156506.795938
2403,3156502.569342
2403.5,3156498.343243
2404,3156494.117643
2404.5,3156489.892546
2405,3156485.667955
2405.5,3156481.443873
2406,3156477.220302
2406.5,3156472.997247
2407,3156468.774709
2407.5,3156464.552692
2408,3156460.331198
2408.5,3156456.110232
2409,3156451.889794
2409.5,3156447.669889
2410,3156443.45052
2410.5,3156439.231689
2411,3156435.013399
2411.5,3156430.795654
2412,3156426.578455
2412.5,3156422.361806
2413,3156418.14571
2413.5,3156413.93017
2414,3156409.715188
2414.5,3156405.500768
2415,3156401.286912
2415.5,3156397.073622
2416,3156392.860903
2416.5,3156388.648757
2417,3156384.437186
2417.5,3156380.226193
2418,3156376.015782
2418.5,3156371.805955
2419,3156367.596714
2419.5,3156363.388063
2420,3156359.180004
2420.5,3156354.972541
2421,3156350.765675
2421.5,3156346.55941
2422,3156342.353749
2422.5,3156338.148693
2423,3156333.944247
2423.5,3156329.740412
2424,3156325.537192
2424.5,3156321.334589
2425,3156317.132606
2425.5,3156312.931245
2426,3156308.73051
2426.5,3156304.530402
2427,3156300.330926
2427.5,3156296.132083
2428,3156291.933876
2428.5,3156287.736307
2429,3156283.539381
2429.5,3156279.343098
2430,3156275.147463
2430.5,3156270.952477
2431,3156266.758143
2431.5,3156262.564464
2432,3156258.371443
2432.5,3156254.179082
2433,3156249.987383
2433.5,3156245.796351
2434,3156241.605986
2434.5,3156237.416292
2435,3156233.227272
2435.5,3156229.038928
2436,3156224.851262
2436.5,3156220.664278
2437,3156216.477978
2437.5,3156212.292364
2438,3156208.107439
2438.5,3156203.923207
2439,3156199.739668
2439.5,3156195.556827
2440,3156191.374685
2440.5,3156187.193245
2441,3156183.012511
2441.5,3156178.832483
2442,3156174.653166
2442.5,3156170.474561
2443,3156166.296671
2443.5,3156162.1195
2444,3156157.943048
2444.5,3156153.767319
2445,3156149.592316
2445.5,3156145.41804
2446,3156141.244496
2446.5,3156137.071684
2447,3156132.899608
2447.5,3156128.72827
2448,3156124.557674
2448.5,3156120.38782
2449,3156116.218713
2449.5,3156112.050354
2450,3156107.882746
2450.5,3156103.715891
2451,3156099.549793
2451.5,3156095.384453
2452,3156091.219874
2452.5,3156087.056059
2453,3156082.893011
2453.5,3156078.730731
2454,3156074.569223
2454.5,3156070.408488
2455,3156066.24853
2455.5,3156062.08935
2456,3156057.930952
2456.5,3156053.773338
2457,3156049.61651
2457.5,3156045.460472
2458,3156041.305224
2458.5,3156037.150771
2459,3156032.997114
2459.5,3156028.844257
2460,3156024.6922
2460.5,3156020.540948
2461,3156016.390503
2461.5,3156012.240866
2462,3156008.092041
2462.5,3156003.94403
2463,3155999.796836
2463.5,3155995.65046
2464,3155991.504907
2464.5,3155987.360177
2465,3155983.216274
2465.5,3155979.073199
2466,3155974.930957
2466.5,3155970.789548
2467,3155966.648976
2467.5,3155962.509243
2468,3155958.370351
2468.5,3155954.232304
2469,3155950.095103
2469.5,3155945.958751
2470,3155941.82325
2470.5,3155937.688603
2471,3155933.554813
2471.5,3155929.421882
2472,3155925.289812
2472.5,3155921.158606
2473,3155917.028266
2473.5,3155912.898796
2474,3155908.770196
2474.5,3155904.642471
2475,3155900.515621
2475.5,3155896.389651
2476,3155892.264561
2476.5,3155888.140356
2477,3155884.017037
2477.5,3155879.894606
2478,3155875.773067
2478.5,3155871.652421
2479,3155867.532671
2479.5,3155863.41382
2480,3155859.29587
2480.5,3155855.178824
2481,3155851.062684
2481.5,3155846.947452
2482,3155842.833131
2482.5,3155838.719724
2483,3155834.607233
2483.5,3155830.49566
2484,3155826.385008
2484.5,3155822.275279
2485,3155818.166477
2485.5,3155814.058602
2486,3155809.951659
2486.5,3155805.845649
2487,3155801.740574
2487.5,3155797.636438
2488,3155793.533242
2488.5,3155789.43099
2489,3155785.329683
2489.5,3155781.229325
2490,3155777.129917
2490.5,3155773.031462
2491,3155768.933963
