time,hr_burner_combustion
3750,3157865.473014
3750.5,3157872.762843
3751,3157880.05779
3751.5,3157887.357853
3752,3157894.663031
3752.5,3157901.973324
3753,3157909.288731
3753.5,3157916.60925
3754,3157923.93488
3754.5,3157931.265622
3755,3157938.601473
3755.5,3157945.942434
3756,3157953.288503
3756.5,3157960.63968
3757,3157967.995964
3757.5,3157975.357354
3758,3157982.723849
3758.5,3157990.095449
3759,3157997.472154
3759.5,3158004.853962
3760,3158012.240873
3760.5,3158019.632887
3761,3158027.030002
3761.5,3158034.432219
3762,3158041.839537
3762.5,3158049.251956
3763,3158056.669474
3763.5,3158064.092092
3764,3158071.519809
3764.5,3158078.952625
3765,3158086.390539
3765.5,3158093.833551
3766,3158101.281661
3766.5,3158108.734869
3767,3158116.193173
3767.5,3158123.656574
3768,3158131.125072
3768.5,3158138.598666
3769,3158146.077356
3769.5,3158153.561142
3770,3158161.050024
3770.5,3158168.544001
3771,3158176.043074
3771.5,3158183.547242
3772,3158191.056505
3772.5,3158198.570863
3773,3158206.090316
3773.5,3158213.614863
3774,3158221.144506
3774.5,3158228.679243
3775,3158236.219075
3775.5,3158243.764002
3776,3158251.314023
3776.5,3158258.869139
3777,3158266.42935
3777.5,3158273.994655
3778,3158281.565056
3778.5,3158289.140551
3779,3158296.721141
3779.5,3158304.306826
3780,3158311.897607
3780.5,3158319.493482
3781,3158327.094453
3781.5,3158334.70052
3782,3158342.311682
3782.5,3158349.92794
3783,3158357.549295
3783.5,3158365.175745
3784,3158372.807292
3784.5,3158380.443936
3785,3158388.085676
3785.5,3158395.732514
3786,3158403.384448
3786.5,3158411.041481
3787,3158418.703611
3787.5,3158426.37084
3788,3158434.043166
3788.5,3158441.720592
3789,3158449.403116
3789.5,3158457.09074
3790,3158464.783464
3790.5,3158472.481287
3791,3158480.184211
3791.5,3158487.892235
3792,3158495.605361
3792.5,3158503.323587
3793,3158511.046916
3793.5,3158518.775347
3794,3158526.50888
3794.5,3158534.247516
3795,3158541.991255
3795.5,3158549.740098
3796,3158557.494045
3796.5,3158565.253097
3797,3158573.017254
3797.5,3158580.786516
3798,3158588.560884
3798.5,3158596.340359
3799,3158604.12494
3799.5,3158611.914628
3800,3158619.709425
3800.5,3158627.509329
3801,3158635.314343
3801.5,3158643.124465
3802,3158650.939697
3802.5,3158658.76004
3803,3158666.585493
3803.5,3158674.416057
3804,3158682.251734
3804.5,3158690.092522
3805,3158697.938424
3805.5,3158705.789439
3806,3158713.645568
3806.5,3158721.506811
3807,3158729.373169
3807.5,3158737.244643
3808,3158745.121234
3808.5,3158753.002941
3809,3158760.889765
3809.5,3158768.781707
3810,3158776.678768
3810.5,3158784.580948
3811,3158792.488248
3811.5,3158800.400668
3812,3158808.318209
3812.5,3158816.240871
3813,3158824.168656
3813.5,3158832.101563
3814,3158840.039594
3814.5,3158847.982749
3815,3158855.931028
3815.5,3158863.884433
3816,3158871.842963
3816.5,3158879.80662
3817,3158887.775405
3817.5,3158895.749317
3818,3158903.728358
3818.5,3158911.712528
3819,3158919.701827
3819.5,3158927.696258
3820,3158935.695819
3820.5,3158943.700512
3821,3158951.710338
3821.5,3158959.725297
3822,3158967.74539
3822.5,3158975.770617
3823,3158983.800979
3823.5,3158991.836478
3824,3158999.877113
3824.5,3159007.922885
3825,3159015.973795
3825.5,3159024.029844
3826,3159032.091033
3826.5,3159040.157361
3827,3159048.228831
3827.5,3159056.305441
3828,3159064.387194
3828.5,3159072.47409
3829,3159080.56613
3829.5,3159088.663314
3830,3159096.765643
3830.5,3159104.873117
3831,3159112.985739
3831.5,3159121.103507
3832,3159129.226424
3832.5,3159137.354489
3833,3159145.487704
3833.5,3159153.626068
3834,3159161.769584
3834.5,3159169.918251
3835,3159178.072071
3835.5,3159186.231044
3836,3159194.395171
3836.5,3159202.564452
3837,3159210.738889
3837.5,3159218.918481
3838,3159227.103231
3838.5,3159235.293138
3839,3159243.488204
3839.5,3159251.688428
3840,3159259.893813
3840.5,3159268.104358
3841,3159276.320064
3841.5,3159284.540932
3842,3159292.766964
3842.5,3159300.998159
3843,3159309.234518
3843.5,3159317.476042
3844,3159325.722733
3844.5,3159333.97459
3845,3159342.231614
3845.5,3159350.493807
3846,3159358.761168
3846.5,3159367.033699
3847,3159375.311401
3847.5,3159383.594274
3848,3159391.882319
3848.5,3159400.175537
3849,3159408.473928
3849.5,3159416.777494
3850,3159425.086235
3850.5,3159433.400151
3851,3159441.719245
3851.5,3159450.043515
3852,3159458.372964
3852.5,3159466.707592
3853,3159475.0474
3853.5,3159483.392388
3854,3159491.742557
3854.5,3159500.097909
3855,3159508.458443
3855.5,3159516.824161
3856,3159525.195063
3856.5,3159533.57115
3857,3159541.952424
3857.5,3159550.338884
3858,3159558.730531
3858.5,3159567.127367
3859,3159575.529392
3859.5,3159583.936607
3860,3159592.349012
3860.5,3159600.766609
3861,3159609.189398
3861.5,3159617.61738
3862,3159626.050555
3862.5,3159634.488925
3863,3159642.93249
3863.5,3159651.381252
3864,3159659.83521
3864.5,3159668.294366
3865,3159676.75872
3865.5,3159685.228274
3866,3159693.703027
3866.5,3159702.182981
3867,3159710.668137
3867.5,3159719.158495
3868,3159727.654056
3868.5,3159736.154821
3869,3159744.66079
3869.5,3159753.171965
3870,3159761.688346
3870.5,3159770.209934
3871,3159778.73673
3871.5,3159787.268734
3872,3159795.805948
3872.5,3159804.348372
3873,3159812.896006
3873.5,3159821.448852
3874,3159830.006911
3874.5,3159838.570183
3875,3159847.138669
3875.5,3159855.712369
3876,3159864.291285
3876.5,3159872.875418
3877,3159881.464767
3877.5,3159890.059334
3878,3159898.65912
3878.5,3159907.264126
3879,3159915.874351
3879.5,3159924.489798
3880,3159933.110466
3880.5,3159941.736357
3881,3159950.367471
3881.5,3159959.003809
3882,3159967.645372
3882.5,3159976.29216
3883,3159984.944175
3883.5,3159993.601417
3884,3160002.263887
3884.5,3160010.931586
3885,3160019.604514
3885.5,3160028.282673
3886,3160036.966062
3886.5,3160045.654684
3887,3160054.348537
3887.5,3160063.047624
3888,3160071.751946
3888.5,3160080.461502
3889,3160089.176293
3889.5,3160097.896322
3890,3160106.621587
3890.5,3160115.35209
3891,3160124.087832
3891.5,3160132.828814
3892,3160141.575036
3892.5,3160150.326498
3893,3160159.083203
3893.5,3160167.84515
3894,3160176.612341
3894.5,3160185.384775
3895,3160194.162455
3895.5,3160202.94538
3896,3160211.733551
3896.5,3160220.52697
3897,3160229.325636
3897.5,3160238.129552
3898,3160246.938716
3898.5,3160255.753131
3899,3160264.572797
3899.5,3160273.397715
3900,3160282.227885
3900.5,3160291.063308
3901,3160299.903986
3901.5,3160308.749918
3902,3160317.601106
3902.5,3160326.45755
3903,3160335.319252
3903.5,3160344.186211
3904,3160353.058429
3904.5,3160361.935906
3905,3160370.818643
3905.5,3160379.706641
3906,3160388.599901
3906.5,3160397.498423
3907,3160406.402209
3907.5,3160415.311258
3908,3160424.225572
3908.5,3160433.145152
3909,3160442.069997
3909.5,3160451.00011
3910,3160459.935491
3910.5,3160468.87614
3911,3160477.822058
3911.5,3160486.773246
3912,3160495.729705
3912.5,3160504.691435
3913,3160513.658438
3913.5,3160522.630714
3914,3160531.608264
3914.5,3160540.591088
3915,3160549.579187
3915.5,3160558.572563
3916,3160567.571215
3916.5,3160576.575145
3917,3160585.584353
3917.5,3160594.598841
3918,3160603.618608
3918.5,3160612.643655
3919,3160621.673985
3919.5,3160630.709596
3920,3160639.75049
3920.5,3160648.796667
3921,3160657.848129
3921.5,3160666.904876
3922,3160675.966909
3922.5,3160685.034229
3923,3160694.106836
3923.5,3160703.184731
3924,3160712.267915
3924.5,3160721.356389
3925,3160730.450153
3925.5,3160739.549208
3926,3160748.653555
3926.5,3160757.763194
3927,3160766.878127
3927.5,3160775.998354
3928,3160785.123876
3928.5,3160794.254694
3929,3160803.390808
3929.5,3160812.532219
3930,3160821.678928
3930.5,3160830.830936
3931,3160839.988243
3931.5,3160849.15085
3932,3160858.318758
3932.5,3160867.491968
3933,3160876.67048
3933.5,3160885.854295
3934,3160895.043414
3934.5,3160904.237838
3935,3160913.437567
3935.5,3160922.642602
3936,3160931.852944
3936.5,3160941.068594
3937,3160950.289552
3937.5,3160959.515819
3938,3160968.747396
3938.5,3160977.984283
3939,3160987.226482
3939.5,3160996.473993
3940,3161005.726817
3940.5,3161014.984954
3941,3161024.248406
3941.5,3161033.517172
3942,3161042.791255
3942.5,3161052.070654
3943,3161061.35537
3943.5,3161070.645404
3944,3161079.940758
3944.5,3161089.24143
3945,3161098.547423
3945.5,3161107.858737
3946,3161117.175373
3946.5,3161126.497331
3947,3161135.824612
3947.5,3161145.157218
3948,3161154.495148
3948.5,3161163.838403
3949,3161173.186985
3949.5,3161182.540893
3950,3161191.90013
3950.5,3161201.264695
3951,3161210.634588
3951.5,3161220.009812
3952,3161229.390367
3952.5,3161238.776252
3953,3161248.16747
3953.5,3161257.564021
3954,3161266.965905
3954.5,3161276.373124
3955,3161285.785677
3955.5,3161295.203567
3956,3161304.626793
3956.5,3161314.055356
3957,3161323.489257
3957.5,3161332.928497
3958,3161342.373077
3958.5,3161351.822996
3959,3161361.278257
3959.5,3161370.738859
3960,3161380.204804
3960.5,3161389.676092
3961,3161399.152723
3961.5,3161408.634699
3962,3161418.122021
3962.5,3161427.614689
3963,3161437.112703
3963.5,3161446.616065
3964,3161456.124775
3964.5,3161465.638834
3965,3161475.158243
3965.5,3161484.683002
3966,3161494.213113
3966.5,3161503.748575
3967,3161513.28939
3967.5,3161522.835558
3968,3161532.387081
3968.5,3161541.943958
3969,3161551.506191
3969.5,3161561.07378
3970,3161570.646726
3970.5,3161580.225029
3971,3161589.808691
3971.5,3161599.397712
3972,3161608.992093
3972.5,3161618.591835
3973,3161628.196938
3973.5,3161637.807403
3974,3161647.423231
3974.5,3161657.044422
3975,3161666.670977
3975.5,3161676.302898
3976,3161685.940184
3976.5,3161695.582836
3977,3161705.230855
3977.5,3161714.884242
3978,3161724.542998
3978.5,3161734.207123
3979,3161743.876617
3979.5,3161753.551483
3980,3161763.231719
3980.5,3161772.917328
3981,3161782.60831
3981.5,3161792.304665
3982,3161802.006394
3982.5,3161811.713498
3983,3161821.425978
3983.5,3161831.143834
3984,3161840.867067
3984.5,3161850.595678
3985,3161860.329667
3985.5,3161870.069036
3986,3161879.813784
3986.5,3161889.563913
3987,3161899.319423
3987.5,3161909.080315
3988,3161918.84659
3988.5,3161928.618248
3989,3161938.39529
3989.5,3161948.177717
3990,3161957.965529
3990.5,3161967.758728
3991,3161977.557314
3991.5,3161987.361287
3992,3161997.170648
3992.5,3162006.985398
3993,3162016.805538
3993.5,3162026.631069
3994,3162036.46199
3994.5,3162046.298303
3995,3162056.140009
3995.5,3162065.987107
3996,3162075.8396
3996.5,3162085.697487
3997,3162095.560769
3997.5,3162105.429447
3998,3162115.303521
3998.5,3162125.182993
3999,3162135.067863
3999.5,3162144.958131
4000,3162154.853799
4000.5,3162164.754866
4001,3162174.661335
4001.5,3162184.573204
4002,3162194.490476
4002.5,3162204.413151
4003,3162214.341228
4003.5,3162224.27471
4004,3162234.213597
4004.5,3162244.157889
4005,3162254.107587
4005.5,3162264.062692
4006,3162274.023204
4006.5,3162283.989124
4007,3162293.960453
4007.5,3162303.937192
4008,3162313.91934
4008.5,3162323.9069
4009,3162333.899871
4009.5,3162343.898254
4010,3162353.902049
4010.5,3162363.911259
4011,3162373.925882
4011.5,3162383.94592
4012,3162393.971373
4012.5,3162404.002243
4013,3162414.038529
4013.5,3162424.080233
4014,3162434.127354
4014.5,3162444.179895
4015,3162454.237854
4015.5,3162464.301234
4016,3162474.370035
4016.5,3162484.444256
4017,3162494.5239
4017.5,3162504.608966
4018,3162514.699456
4018.5,3162524.795369
4019,3162534.896707
4019.5,3162545.00347
4020,3162555.115659
4020.5,3162565.233275
4021,3162575.356317
4021.5,3162585.484788
4022,3162595.618686
4022.5,3162605.758014
4023,3162615.902771
4023.5,3162626.052959
4024,3162636.208578
4024.5,3162646.369628
4025,3162656.53611
4025.5,3162666.708026
4026,3162676.885374
4026.5,3162687.068157
4027,3162697.256374
4027.5,3162707.450027
4028,3162717.649116
4028.5,3162727.853641
4029,3162738.063604
4029.5,3162748.279004
4030,3162758.499843
4030.5,3162768.726121
4031,3162778.957838
4031.5,3162789.194996
4032,3162799.437595
4032.5,3162809.685635
4033,3162819.939117
4033.5,3162830.198042
4034,3162840.462411
4034.5,3162850.732223
4035,3162861.00748
4035.5,3162871.288182
4036,3162881.57433
4036.5,3162891.865924
4037,3162902.162965
4037.5,3162912.465454
4038,3162922.773391
4038.5,3162933.086776
4039,3162943.405611
4039.5,3162953.729896
4040,3162964.059632
4040.5,3162974.394818
4041,3162984.735457
4041.5,3162995.081547
4042,3163005.433091
4042.5,3163015.790088
4043,3163026.152539
4043.5,3163036.520445
4044,3163046.893806
4044.5,3163057.272623
4045,3163067.656896
4045.5,3163078.046626
4046,3163088.441814
4046.5,3163098.84246
4047,3163109.248564
4047.5,3163119.660128
4048,3163130.077152
4048.5,3163140.499636
4049,3163150.927581
4049.5,3163161.360988
4050,3163171.799856
4050.5,3163182.244188
4051,3163192.693982
4051.5,3163203.149241
4052,3163213.609964
4052.5,3163224.076151
4053,3163234.547805
4053.5,3163245.024924
4054,3163255.50751
4054.5,3163265.995563
4055,3163276.489083
4055.5,3163286.988072
4056,3163297.49253
4056.5,3163308.002457
4057,3163318.517854
4057.5,3163329.038721
4058,3163339.565059
4058.5,3163350.096869
4059,3163360.634151
4059.5,3163371.176905
4060,3163381.725133
4060.5,3163392.278834
4061,3163402.838009
4061.5,3163413.402659
4062,3163423.972784
4062.5,3163434.548385
4063,3163445.129463
4063.5,3163455.716017
4064,3163466.308048
4064.5,3163476.905558
4065,3163487.508546
4065.5,3163498.117012
4066,3163508.730958
4066.5,3163519.350384
4067,3163529.975291
4067.5,3163540.605679
4068,3163551.241548
4068.5,3163561.882899
4069,3163572.529732
4069.5,3163583.182049
4070,3163593.839849
4070.5,3163604.503133
4071,3163615.171901
4071.5,3163625.846155
4072,3163636.525894
4072.5,3163647.211119
4073,3163657.901831
4073.5,3163668.59803
4074,3163679.299716
4074.5,3163690.00689
4075,3163700.719553
4075.5,3163711.437705
4076,3163722.161346
4076.5,3163732.890477
4077,3163743.625099
4077.5,3163754.365211
4078,3163765.110815
4078.5,3163775.861911
4079,3163786.618499
4079.5,3163797.38058
4080,3163808.148155
4080.5,3163818.921223
4081,3163829.699785
4081.5,3163840.483842
4082,3163851.273395
4082.5,3163862.068443
4083,3163872.868987
4083.5,3163883.675028
4084,3163894.486565
4084.5,3163905.303601
4085,3163916.126134
4085.5,3163926.954166
4086,3163937.787696
4086.5,3163948.626726
4087,3163959.471256
4087.5,3163970.321286
4088,3163981.176817
4088.5,3163992.037849
4089,3164002.904382
4089.5,3164013.776418
4090,3164024.653956
4090.5,3164035.536997
4091,3164046.425541
4091.5,3164057.319589
4092,3164068.219141
4092.5,3164079.124198
4093,3164090.034761
4093.5,3164100.950828
4094,3164111.872402
4094.5,3164122.799482
4095,3164133.732069
4095.5,3164144.670163
4096,3164155.613765
4096.5,3164166.562875
4097,3164177.517493
4097.5,3164188.477621
4098,3164199.443257
4098.5,3164210.414404
4099,3164221.391061
4099.5,3164232.373228
4100,3164243.360906
4100.5,3164254.354096
4101,3164265.352798
4101.5,3164276.357012
4102,3164287.366738
4102.5,3164298.381978
4103,3164309.402731
4103.5,3164320.428998
4104,3164331.460779
4104.5,3164342.498075
4105,3164353.540886
4105.5,3164364.589212
4106,3164375.643054
4106.5,3164386.702413
4107,3164397.767288
4107.5,3164408.83768
4108,3164419.913589
4108.5,3164430.995016
4109,3164442.081961
4109.5,3164453.174425
4110,3164464.272408
4110.5,3164475.37591
4111,3164486.484932
4111.5,3164497.599473
4112,3164508.719536
4112.5,3164519.845119
4113,3164530.976223
4113.5,3164542.112848
4114,3164553.254996
4114.5,3164564.402666
4115,3164575.555858
4115.5,3164586.714574
4116,3164597.878812
4116.5,3164609.048575
4117,3164620.223861
4117.5,3164631.404672
4118,3164642.591008
4118.5,3164653.782869
4119,3164664.980255
4119.5,3164676.183168
4120,3164687.391606
4120.5,3164698.605571
4121,3164709.825063
4121.5,3164721.050082
4122,3164732.280628
4122.5,3164743.516702
4123,3164754.758305
4123.5,3164766.005436
4124,3164777.258096
4124.5,3164788.516286
4125,3164799.780005
4125.5,3164811.049253
4126,3164822.324032
4126.5,3164833.604342
4127,3164844.890183
4127.5,3164856.181554
4128,3164867.478457
4128.5,3164878.780892
4129,3164890.08886
4129.5,3164901.402359
4130,3164912.721392
4130.5,3164924.045958
4131,3164935.376057
4131.5,3164946.711689
4132,3164958.052856
4132.5,3164969.399558
4133,3164980.751793
4133.5,3164992.109564
4134,3165003.47287
4134.5,3165014.841712
4135,3165026.21609
4135.5,3165037.596004
4136,3165048.981454
4136.5,3165060.372441
4137,3165071.768965
4137.5,3165083.171026
4138,3165094.578626
4138.5,3165105.991763
4139,3165117.410438
4139.5,3165128.834652
4140,3165140.264404
4140.5,3165151.699696
4141,3165163.140527
4141.5,3165174.586898
4142,3165186.038809
4142.5,3165197.49626
4143,3165208.959251
4143.5,3165220.427783
4144,3165231.901856
4144.5,3165243.381471
4145,3165254.866627
4145.5,3165266.357325
4146,3165277.853565
4146.5,3165289.355347
4147,3165300.862672
4147.5,3165312.37554
4148,3165323.893951
4148.5,3165335.417906
4149,3165346.947404
4149.5,3165358.482446
4150,3165370.023032
4150.5,3165381.569163
4151,3165393.120839
4151.5,3165404.678059
4152,3165416.240825
4152.5,3165427.809136
4153,3165439.382992
4153.5,3165450.962395
4154,3165462.547344
4154.5,3165474.137839
4155,3165485.733881
4155.5,3165497.33547
4156,3165508.942606
4156.5,3165520.555289
4157,3165532.17352
4157.5,3165543.797299
4158,3165555.426626
4158.5,3165567.061501
4159,3165578.701925
4159.5,3165590.347897
4160,3165601.999419
4160.5,3165613.656489
4161,3165625.31911
4161.5,3165636.987279
4162,3165648.660999
4162.5,3165660.340268
4163,3165672.025088
4163.5,3165683.715459
4164,3165695.41138
4164.5,3165707.112852
4165,3165718.819875
4165.5,3165730.53245
4166,3165742.250576
4166.5,3165753.974254
4167,3165765.703484
4167.5,3165777.438266
4168,3165789.178601
4168.5,3165800.924488
4169,3165812.675928
4169.5,3165824.43292
4170,3165836.195466
4170.5,3165847.963566
4171,3165859.737219
4171.5,3165871.516425
4172,3165883.301186
4172.5,3165895.091501
4173,3165906.88737
4173.5,3165918.688794
4174,3165930.495772
4174.5,3165942.308305
4175,3165954.126393
4175.5,3165965.950037
4176,3165977.779236
4176.5,3165989.61399
4177,3166001.4543
4177.5,3166013.300166
4178,3166025.151589
4178.5,3166037.008567
4179,3166048.871102
4179.5,3166060.739194
4180,3166072.612843
4180.5,3166084.492048
4181,3166096.376811
4181.5,3166108.26713
4182,3166120.163008
4182.5,3166132.064443
4183,3166143.971435
4183.5,3166155.883986
4184,3166167.802095
4184.5,3166179.725762
4185,3166191.654987
4185.5,3166203.589771
4186,3166215.530114
4186.5,3166227.476015
4187,3166239.427475
4187.5,3166251.384495
4188,3166263.347074
4188.5,3166275.315212
4189,3166287.28891
4189.5,3166299.268168
4190,3166311.252985
4190.5,3166323.243363
4191,3166335.239301
4191.5,3166347.240799
4192,3166359.247857
4192.5,3166371.260476
4193,3166383.278655
4193.5,3166395.302396
4194,3166407.331697
4194.5,3166419.366559
4195,3166431.406983
4195.5,3166443.452968
4196,3166455.504514
4196.5,3166467.561622
4197,3166479.624292
4197.5,3166491.692523
4198,3166503.766316
4198.5,3166515.845672
4199,3166527.930589
4199.5,3166540.021069
4200,3166552.117111
4200.5,3166564.218716
4201,3166576.325883
4201.5,3166588.438613
4202,3166600.556906
4202.5,3166612.680761
4203,3166624.81018
4203.5,3166636.945162
4204,3166649.085707
4204.5,3166661.231816
4205,3166673.383488
4205.5,3166685.540723
4206,3166697.703523
4206.5,3166709.871886
4207,3166722.045812
4207.5,3166734.225303
4208,3166746.410358
4208.5,3166758.600977
4209,3166770.79716
4209.5,3166782.998907
4210,3166795.206219
4210.5,3166807.419095
4211,3166819.637536
4211.5,3166831.861542
4212,3166844.091112
4212.5,3166856.326247
4213,3166868.566947
4213.5,3166880.813212
4214,3166893.065042
4214.5,3166905.322437
4215,3166917.585397
4215.5,3166929.853922
4216,3166942.128013
4216.5,3166954.40767
4217,3166966.692891
4217.5,3166978.983679
4218,3166991.280032
4218.5,3167003.58195
4219,3167015.889435
4219.5,3167028.202485
4220,3167040.521101
4220.5,3167052.845283
4221,3167065.175031
4221.5,3167077.510345
4222,3167089.851226
4222.5,3167102.197672
4223,3167114.549685
4223.5,3167126.907264
4224,3167139.270409
4224.5,3167151.639121
4225,3167164.013399
4225.5,3167176.393244
4226,3167188.778655
4226.5,3167201.169633
4227,3167213.566177
4227.5,3167225.968288
4228,3167238.375966
4228.5,3167250.789211
4229,3167263.208022
4229.5,3167275.632401
4230,3167288.062346
4230.5,3167300.497858
4231,3167312.938937
4231.5,3167325.385584
4232,3167337.837797
4232.5,3167350.295577
4233,3167362.758924
4233.5,3167375.227839
4234,3167387.70232
4234.5,3167400.182369
4235,3167412.667985
4235.5,3167425.159169
4236,3167437.655919
4236.5,3167450.158237
4237,3167462.666122
4237.5,3167475.179575
4238,3167487.698595
4238.5,3167500.223182
4239,3167512.753337
4239.5,3167525.289059
4240,3167537.830349
4240.5,3167550.377206
4241,3167562.92963
4241.5,3167575.487622
4242,3167588.051181
4242.5,3167600.620308
4243,3167613.195003
4243.5,3167625.775265
4244,3167638.361094
4244.5,3167650.952491
4245,3167663.549456
4245.5,3167676.151988
4246,3167688.760087
4246.5,3167701.373754
4247,3167713.992989
4247.5,3167726.617791
4248,3167739.248161
4248.5,3167751.884098
4249,3167764.525603
4249.5,3167777.172675
4250,3167789.825315
4250.5,3167802.483523
4251,3167815.147297
4251.5,3167827.81664
4252,3167840.49155
4252.5,3167853.172027
4253,3167865.858072
4253.5,3167878.549684
4254,3167891.246863
4254.5,3167903.94961
4255,3167916.657925
4255.5,3167929.371807
4256,3167942.091256
4256.5,3167954.816272
4257,3167967.546856
4257.5,3167980.283007
4258,3167993.024726
4258.5,3168005.772011
4259,3168018.524864
4259.5,3168031.283284
4260,3168044.047271
4260.5,3168056.816826
4261,3168069.591947
4261.5,3168082.372635
4262,3168095.158891
4262.5,3168107.950714
4263,3168120.748103
4263.5,3168133.55106
4264,3168146.359583
4264.5,3168159.173673
4265,3168171.99333
4265.5,3168184.818554
4266,3168197.649345
4266.5,3168210.485702
4267,3168223.327626
4267.5,3168236.175117
4268,3168249.028174
4268.5,3168261.886798
4269,3168274.750988
4269.5,3168287.620745
4270,3168300.496068
4270.5,3168313.376957
4271,3168326.263413
4271.5,3168339.155435
4272,3168352.053023
4272.5,3168364.956177
4273,3168377.864898
4273.5,3168390.779184
4274,3168403.699036
4274.5,3168416.624455
4275,3168429.555439
4275.5,3168442.491989
4276,3168455.434104
4276.5,3168468.381786
4277,3168481.335032
4277.5,3168494.293845
4278,3168507.258223
4278.5,3168520.228166
4279,3168533.203675
4279.5,3168546.184749
4280,3168559.171388
4280.5,3168572.163593
4281,3168585.161362
4281.5,3168598.164696
4282,3168611.173596
4282.5,3168624.18806
4283,3168637.208089
4283.5,3168650.233683
4284,3168663.264841
4284.5,3168676.301564
4285,3168689.343852
4285.5,3168702.391703
4286,3168715.445119
4286.5,3168728.5041
4287,3168741.568644
4287.5,3168754.638753
4288,3168767.714426
4288.5,3168780.795662
4289,3168793.882462
4289.5,3168806.974826
4290,3168820.072754
4290.5,3168833.176246
4291,3168846.2853
4291.5,3168859.399918
4292,3168872.5201
4292.5,3168885.645844
4293,3168898.777152
4293.5,3168911.914023
4294,3168925.056457
4294.5,3168938.204453
4295,3168951.358012
4295.5,3168964.517134
4296,3168977.681818
4296.5,3168990.852065
4297,3169004.027874
4297.5,3169017.209246
4298,3169030.396179
4298.5,3169043.588637
4299,3169056.786445
4299.5,3169069.989691
4300,3169083.198438
4300.5,3169096.412709
4301,3169109.632513
4301.5,3169122.857855
4302,3169136.088736
4302.5,3169149.325156
4303,3169162.567116
4303.5,3169175.814615
4304,3169189.067654
4304.5,3169202.326233
4305,3169215.59035
4305.5,3169228.860007
4306,3169242.135203
4306.5,3169255.415938
4307,3169268.702212
4307.5,3169281.994024
4308,3169295.291375
4308.5,3169308.594265
4309,3169321.902693
4309.5,3169335.216659
4310,3169348.536163
4310.5,3169361.861206
4311,3169375.191786
4311.5,3169388.527904
4312,3169401.86956
4312.5,3169415.216754
4313,3169428.569485
4313.5,3169441.927753
4314,3169455.291558
4314.5,3169468.660901
4315,3169482.03578
4315.5,3169495.416196
4316,3169508.802149
4316.5,3169522.193639
4317,3169535.590664
4317.5,3169548.993227
4318,3169562.401325
4318.5,3169575.814959
4319,3169589.23413
4319.5,3169602.658836
4320,3169616.089077
4320.5,3169629.524855
4321,3169642.966167
4321.5,3169656.413015
4322,3169669.865398
4322.5,3169683.323316
4323,3169696.786768
4323.5,3169710.255756
4324,3169723.730278
4324.5,3169737.210334
4325,3169750.695924
4325.5,3169764.187049
4326,3169777.683708
4326.5,3169791.1859
4327,3169804.693626
4327.5,3169818.206886
4328,3169831.725679
4328.5,3169845.250005
4329,3169858.779864
4329.5,3169872.315256
4330,3169885.856181
4330.5,3169899.402639
4331,3169912.954629
4331.5,3169926.512151
4332,3169940.075206
4332.5,3169953.643792
4333,3169967.217911
4333.5,3169980.797561
4334,3169994.382743
4334.5,3170007.973456
4335,3170021.5697
4335.5,3170035.171476
4336,3170048.778782
4336.5,3170062.391619
4337,3170076.009986
4337.5,3170089.633885
4338,3170103.263313
4338.5,3170116.898271
4339,3170130.53876
4339.5,3170144.184778
4340,3170157.836325
4340.5,3170171.493403
4341,3170185.156009
4341.5,3170198.824144
4342,3170212.497809
4342.5,3170226.177002
4343,3170239.861724
4343.5,3170253.551974
4344,3170267.247753
4344.5,3170280.949059
4345,3170294.655893
4345.5,3170308.368256
4346,3170322.086145
4346.5,3170335.809562
4347,3170349.538507
4347.5,3170363.272978
4348,3170377.012976
4348.5,3170390.758501
4349,3170404.509552
4349.5,3170418.266129
4350,3170432.028233
4350.5,3170445.795863
4351,3170459.569018
4351.5,3170473.347699
4352,3170487.131905
4352.5,3170500.921637
4353,3170514.716893
4353.5,3170528.517675
4354,3170542.323981
4354.5,3170556.135811
4355,3170569.953166
4355.5,3170583.776045
4356,3170597.604447
4356.5,3170611.438374
4357,3170625.277824
4357.5,3170639.122797
4358,3170652.973293
4358.5,3170666.829313
4359,3170680.690855
4359.5,3170694.557919
4360,3170708.430506
4360.5,3170722.308615
4361,3170736.192246
4361.5,3170750.081399
4362,3170763.976073
4362.5,3170777.876269
4363,3170791.781986
4363.5,3170805.693224
4364,3170819.609982
4364.5,3170833.532261
4365,3170847.460061
4365.5,3170861.393381
4366,3170875.33222
4366.5,3170889.27658
4367,3170903.226459
4367.5,3170917.181857
4368,3170931.142774
4368.5,3170945.109211
4369,3170959.081166
4369.5,3170973.058639
4370,3170987.041631
4370.5,3171001.030141
4371,3171015.024169
4371.5,3171029.023715
4372,3171043.028778
4372.5,3171057.039359
4373,3171071.055456
4373.5,3171085.07707
4374,3171099.104201
4374.5,3171113.136849
4375,3171127.175012
4375.5,3171141.218692
4376,3171155.267887
4376.5,3171169.322598
4377,3171183.382824
4377.5,3171197.448566
4378,3171211.519822
4378.5,3171225.596593
4379,3171239.678878
4379.5,3171253.766678
4380,3171267.859992
4380.5,3171281.95882
4381,3171296.063161
4381.5,3171310.173016
4382,3171324.288383
4382.5,3171338.409264
4383,3171352.535658
4383.5,3171366.667564
4384,3171380.804982
4384.5,3171394.947912
4385,3171409.096354
