VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,121593784.0,16887.0,3199481.0,[kJ]
Heat rate - burner,98127627.0,13628.0,3199481.0,[kJ]
Heat rate - specimen comb.,23466157.0,3259.0,8796.0,[kJ]
Heat rate - vent.,-56630483.0,-7865.0,736077.0,[kJ]
Heat rate - lining,-2802814.0,-389.0,1018.0,[kJ]
Heat rate - specimen,-1180642.0,-164.0,541.0,[kJ]
Heat rate - intern. gas,-73977963.0,-10274.0,2989488.0,[kJ]
Heat rate - window,-66663.0,-9.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1588050.0,221.0,1502.0,[kW/m2]
Heat flux - average,650540.0,90.0,477.0,[kW/m2]
,,,,
Mass rate - fuel,2113.0,0.0,69.0,[kg]
Mass rate - specimen,1235.0,0.0,0.0,[kg]
Mass rate - ventilation in,38440.0,5.0,1147.0,[kg]
Mass rate - ventilation ou,165883.0,23.0,39029.0,[kg]
,,,,
Temperature - furnace,-,236.0,1200.0,[deg C]
Temperature - lining,-,-88.0,307.0,[deg C]
Temperature - specimen,-,-25.0,980.0,[deg C]
,,,,
Time - temperature deviation,88.3,-,-,[min]
Time - ventilation controlled,46.5,-,-,[min]
,,,,
Length - charring,43.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
