VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,53839405.0,7477.0,1349808.0,[kJ]
Heat rate - burner,40116967.0,5571.0,1349808.0,[kJ]
Heat rate - specimen comb.,13722438.0,1906.0,5874.0,[kJ]
Heat rate - vent.,-25166087.0,-3495.0,310544.0,[kJ]
Heat rate - lining,-2166859.0,-301.0,859.0,[kJ]
Heat rate - specimen,-743400.0,-103.0,357.0,[kJ]
Heat rate - intern. gas,-31231403.0,-4337.0,1261190.0,[kJ]
Heat rate - window,-60530.0,-8.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1477387.0,205.0,1502.0,[kW/m2]
Heat flux - average,578760.0,80.0,492.0,[kW/m2]
,,,,
Mass rate - fuel,864.0,0.0,29.0,[kg]
Mass rate - specimen,722.0,0.0,0.0,[kg]
Mass rate - ventilation in,17324.0,2.0,485.0,[kg]
Mass rate - ventilation ou,71335.0,10.0,16466.0,[kg]
,,,,
Temperature - furnace,-,185.0,1200.0,[deg C]
Temperature - lining,-,-113.0,282.0,[deg C]
Temperature - specimen,-,-57.0,980.0,[deg C]
,,,,
Time - temperature deviation,97.0,-,-,[min]
Time - ventilation controlled,40.9,-,-,[min]
,,,,
Length - charring,38.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
