VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,245772156.0,34133.0,6248937.0,[kJ]
Heat rate - burner,204321828.0,28376.0,6248937.0,[kJ]
Heat rate - specimen comb.,41450328.0,5757.0,10394.0,[kJ]
Heat rate - vent.,-113588002.0,-15775.0,1437633.0,[kJ]
Heat rate - lining,-4527143.0,-629.0,1226.0,[kJ]
Heat rate - specimen,-1852961.0,-257.0,644.0,[kJ]
Heat rate - intern. gas,-144498135.0,-20068.0,5838843.0,[kJ]
Heat rate - window,-105864.0,-15.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,2508480.0,348.0,1502.0,[kW/m2]
Heat flux - average,1169644.0,162.0,527.0,[kW/m2]
,,,,
Mass rate - fuel,4399.0,1.0,135.0,[kg]
Mass rate - specimen,2182.0,0.0,1.0,[kg]
Mass rate - ventilation in,77933.0,11.0,2240.0,[kg]
Mass rate - ventilation ou,326597.0,45.0,76228.0,[kg]
,,,,
Temperature - furnace,-,483.0,1200.0,[deg C]
Temperature - lining,-,37.0,409.0,[deg C]
Temperature - specimen,-,154.0,985.0,[deg C]
,,,,
Time - temperature deviation,68.4,-,-,[min]
Time - ventilation controlled,70.6,-,-,[min]
,,,,
Length - charring,61.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
