VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,60002791.0,8333.0,1349809.0,[kJ]
Heat rate - burner,44717388.0,6210.0,1349809.0,[kJ]
Heat rate - specimen comb.,15285403.0,2123.0,3853.0,[kJ]
Heat rate - vent.,-28844740.0,-4006.0,310544.0,[kJ]
Heat rate - lining,-3428070.0,-476.0,919.0,[kJ]
Heat rate - specimen,-704666.0,-98.0,241.0,[kJ]
Heat rate - intern. gas,-31249757.0,-4340.0,1261190.0,[kJ]
Heat rate - window,-107305.0,-15.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2590450.0,360.0,1502.0,[kW/m2]
Heat flux - average,1191042.0,165.0,542.0,[kW/m2]
,,,,
Mass rate - fuel,963.0,0.0,29.0,[kg]
Mass rate - specimen,804.0,0.0,0.0,[kg]
Mass rate - ventilation in,20771.0,3.0,485.0,[kg]
Mass rate - ventilation ou,74894.0,10.0,16466.0,[kg]
,,,,
Temperature - furnace,-,489.0,1200.0,[deg C]
Temperature - lining,-,39.0,413.0,[deg C]
Temperature - specimen,-,161.0,987.0,[deg C]
,,,,
Time - temperature deviation,69.8,-,-,[min]
Time - ventilation controlled,70.9,-,-,[min]
,,,,
Length - charring,60.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
