VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,94816731.0,13168.0,2464427.0,[kJ]
Heat rate - burner,75311288.0,10459.0,2464427.0,[kJ]
Heat rate - specimen comb.,19505444.0,2709.0,7497.0,[kJ]
Heat rate - vent.,-44256682.0,-6146.0,566971.0,[kJ]
Heat rate - lining,-2675231.0,-372.0,988.0,[kJ]
Heat rate - specimen,-995284.0,-138.0,460.0,[kJ]
Heat rate - intern. gas,-56989670.0,-7915.0,2302667.0,[kJ]
Heat rate - window,-65417.0,-9.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1564492.0,217.0,1502.0,[kW/m2]
Heat flux - average,634946.0,88.0,479.0,[kW/m2]
,,,,
Mass rate - fuel,1621.0,0.0,53.0,[kg]
Mass rate - specimen,1027.0,0.0,0.0,[kg]
Mass rate - ventilation in,30201.0,4.0,884.0,[kg]
Mass rate - ventilation ou,128456.0,18.0,30063.0,[kg]
,,,,
Temperature - furnace,-,226.0,1200.0,[deg C]
Temperature - lining,-,-93.0,302.0,[deg C]
Temperature - specimen,-,-32.0,980.0,[deg C]
,,,,
Time - temperature deviation,89.8,-,-,[min]
Time - ventilation controlled,45.4,-,-,[min]
,,,,
Length - charring,42.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
