VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,157587928.0,21886.0,4067845.0,[kJ]
Heat rate - burner,127504874.0,17708.0,4067845.0,[kJ]
Heat rate - specimen comb.,30083054.0,4178.0,9200.0,[kJ]
Heat rate - vent.,-72888182.0,-10123.0,935853.0,[kJ]
Heat rate - lining,-3478899.0,-483.0,1045.0,[kJ]
Heat rate - specimen,-1442958.0,-200.0,572.0,[kJ]
Heat rate - intern. gas,-94060243.0,-13063.0,3800870.0,[kJ]
Heat rate - window,-86113.0,-12.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2075573.0,288.0,1502.0,[kW/m2]
Heat flux - average,883392.0,123.0,528.0,[kW/m2]
,,,,
Mass rate - fuel,2745.0,0.0,88.0,[kg]
Mass rate - specimen,1583.0,0.0,0.0,[kg]
Mass rate - ventilation in,49575.0,7.0,1458.0,[kg]
Mass rate - ventilation ou,211632.0,29.0,49622.0,[kg]
,,,,
Temperature - furnace,-,344.0,1200.0,[deg C]
Temperature - lining,-,-38.0,363.0,[deg C]
Temperature - specimen,-,56.0,985.0,[deg C]
,,,,
Time - temperature deviation,81.9,-,-,[min]
Time - ventilation controlled,56.6,-,-,[min]
,,,,
Length - charring,51.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
