VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,53749929.0,7465.0,1349808.0,[kJ]
Heat rate - burner,39355751.0,5466.0,1349808.0,[kJ]
Heat rate - specimen comb.,14394178.0,1999.0,6353.0,[kJ]
Heat rate - vent.,-24888697.0,-3457.0,310544.0,[kJ]
Heat rate - lining,-2036886.0,-283.0,825.0,[kJ]
Heat rate - specimen,-794822.0,-110.0,386.0,[kJ]
Heat rate - intern. gas,-31235928.0,-4338.0,1261190.0,[kJ]
Heat rate - window,-59175.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1454644.0,202.0,1502.0,[kW/m2]
Heat flux - average,565221.0,78.0,498.0,[kW/m2]
,,,,
Mass rate - fuel,847.0,0.0,29.0,[kg]
Mass rate - specimen,758.0,0.0,0.0,[kg]
Mass rate - ventilation in,16969.0,2.0,485.0,[kg]
Mass rate - ventilation ou,71022.0,10.0,16466.0,[kg]
,,,,
Temperature - furnace,-,172.0,1200.0,[deg C]
Temperature - lining,-,-119.0,275.0,[deg C]
Temperature - specimen,-,-64.0,980.0,[deg C]
,,,,
Time - temperature deviation,99.5,-,-,[min]
Time - ventilation controlled,39.5,-,-,[min]
,,,,
Length - charring,37.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
