VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,54094831.0,7513.0,1349808.0,[kJ]
Heat rate - burner,40944641.0,5686.0,1349808.0,[kJ]
Heat rate - specimen comb.,13150190.0,1826.0,5358.0,[kJ]
Heat rate - vent.,-25510350.0,-3543.0,310544.0,[kJ]
Heat rate - lining,-2314338.0,-321.0,888.0,[kJ]
Heat rate - specimen,-694913.0,-97.0,328.0,[kJ]
Heat rate - intern. gas,-31229497.0,-4337.0,1261190.0,[kJ]
Heat rate - window,-62573.0,-9.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1514822.0,210.0,1502.0,[kW/m2]
Heat flux - average,602288.0,84.0,485.0,[kW/m2]
,,,,
Mass rate - fuel,881.0,0.0,29.0,[kg]
Mass rate - specimen,692.0,0.0,0.0,[kg]
Mass rate - ventilation in,17742.0,2.0,485.0,[kg]
Mass rate - ventilation ou,71717.0,10.0,16466.0,[kg]
,,,,
Temperature - furnace,-,203.0,1200.0,[deg C]
Temperature - lining,-,-104.0,291.0,[deg C]
Temperature - specimen,-,-46.0,980.0,[deg C]
,,,,
Time - temperature deviation,93.6,-,-,[min]
Time - ventilation controlled,43.0,-,-,[min]
,,,,
Length - charring,40.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
