VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,95007840.0,13195.0,2464427.0,[kJ]
Heat rate - burner,75709148.0,10514.0,2464427.0,[kJ]
Heat rate - specimen comb.,19298692.0,2680.0,7272.0,[kJ]
Heat rate - vent.,-44418387.0,-6169.0,566971.0,[kJ]
Heat rate - lining,-2739177.0,-380.0,999.0,[kJ]
Heat rate - specimen,-976649.0,-136.0,448.0,[kJ]
Heat rate - intern. gas,-56988310.0,-7914.0,2302667.0,[kJ]
Heat rate - window,-66293.0,-9.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1581492.0,220.0,1502.0,[kW/m2]
Heat flux - average,646371.0,90.0,477.0,[kW/m2]
,,,,
Mass rate - fuel,1630.0,0.0,53.0,[kg]
Mass rate - specimen,1016.0,0.0,0.0,[kg]
Mass rate - ventilation in,30391.0,4.0,884.0,[kg]
Mass rate - ventilation ou,128633.0,18.0,30063.0,[kg]
,,,,
Temperature - furnace,-,233.0,1200.0,[deg C]
Temperature - lining,-,-89.0,306.0,[deg C]
Temperature - specimen,-,-27.0,979.0,[deg C]
,,,,
Time - temperature deviation,88.7,-,-,[min]
Time - ventilation controlled,46.2,-,-,[min]
,,,,
Length - charring,43.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
