VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,200785900.0,27885.0,5080628.0,[kJ]
Heat rate - burner,165095021.0,22928.0,5080628.0,[kJ]
Heat rate - specimen comb.,35690879.0,4957.0,9204.0,[kJ]
Heat rate - vent.,-92853154.0,-12895.0,1168852.0,[kJ]
Heat rate - lining,-4306906.0,-598.0,1182.0,[kJ]
Heat rate - specimen,-1613292.0,-224.0,571.0,[kJ]
Heat rate - intern. gas,-117496093.0,-16318.0,4747196.0,[kJ]
Heat rate - window,-102944.0,-14.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,2445913.0,340.0,1502.0,[kW/m2]
Heat flux - average,1126037.0,156.0,528.0,[kW/m2]
,,,,
Mass rate - fuel,3554.0,0.0,109.0,[kg]
Mass rate - specimen,1878.0,0.0,0.0,[kg]
Mass rate - ventilation in,63756.0,9.0,1821.0,[kg]
Mass rate - ventilation ou,266056.0,37.0,61977.0,[kg]
,,,,
Temperature - furnace,-,463.0,1200.0,[deg C]
Temperature - lining,-,25.0,403.0,[deg C]
Temperature - specimen,-,140.0,985.0,[deg C]
,,,,
Time - temperature deviation,71.3,-,-,[min]
Time - ventilation controlled,68.5,-,-,[min]
,,,,
Length - charring,60.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
