VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,257555886.0,35769.0,6248938.0,[kJ]
Heat rate - burner,215526990.0,29932.0,6248938.0,[kJ]
Heat rate - specimen comb.,42028896.0,5837.0,7805.0,[kJ]
Heat rate - vent.,-119530275.0,-16600.0,1437633.0,[kJ]
Heat rate - lining,-6277613.0,-872.0,1430.0,[kJ]
Heat rate - specimen,-1805454.0,-251.0,483.0,[kJ]
Heat rate - intern. gas,-144535655.0,-20073.0,5838843.0,[kJ]
Heat rate - window,-153301.0,-21.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,3642350.0,506.0,1502.0,[kW/m2]
Heat flux - average,1883273.0,262.0,572.0,[kW/m2]
,,,,
Mass rate - fuel,4640.0,1.0,135.0,[kg]
Mass rate - specimen,2212.0,0.0,0.0,[kg]
Mass rate - ventilation in,83575.0,12.0,2240.0,[kg]
Mass rate - ventilation ou,332306.0,46.0,76228.0,[kg]
,,,,
Temperature - furnace,-,768.0,1200.0,[deg C]
Temperature - lining,-,195.0,473.0,[deg C]
Temperature - specimen,-,368.0,987.0,[deg C]
,,,,
Time - temperature deviation,37.6,-,-,[min]
Time - ventilation controlled,97.7,-,-,[min]
,,,,
Length - charring,81.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
