VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,27695183.0,3846.0,635116.0,[kJ]
Heat rate - burner,18744933.0,2603.0,635116.0,[kJ]
Heat rate - specimen comb.,8950250.0,1243.0,4035.0,[kJ]
Heat rate - vent.,-13291459.0,-1846.0,146123.0,[kJ]
Heat rate - lining,-1752855.0,-243.0,721.0,[kJ]
Heat rate - specimen,-506139.0,-70.0,248.0,[kJ]
Heat rate - intern. gas,-14708015.0,-2043.0,593399.0,[kJ]
Heat rate - window,-57824.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1439579.0,200.0,1502.0,[kW/m2]
Heat flux - average,557024.0,77.0,503.0,[kW/m2]
,,,,
Mass rate - fuel,404.0,0.0,14.0,[kg]
Mass rate - specimen,471.0,0.0,0.0,[kg]
Mass rate - ventilation in,9527.0,1.0,229.0,[kg]
Mass rate - ventilation ou,35101.0,5.0,7748.0,[kg]
,,,,
Temperature - furnace,-,164.0,1200.0,[deg C]
Temperature - lining,-,-123.0,271.0,[deg C]
Temperature - specimen,-,-70.0,980.0,[deg C]
,,,,
Time - temperature deviation,101.5,-,-,[min]
Time - ventilation controlled,38.6,-,-,[min]
,,,,
Length - charring,36.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
