VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,39260896.0,5453.0,948026.0,[kJ]
Heat rate - burner,28450385.0,3951.0,948026.0,[kJ]
Heat rate - specimen comb.,10810511.0,1501.0,4633.0,[kJ]
Heat rate - vent.,-18651855.0,-2590.0,218110.0,[kJ]
Heat rate - lining,-2046801.0,-284.0,812.0,[kJ]
Heat rate - specimen,-588962.0,-82.0,283.0,[kJ]
Heat rate - intern. gas,-21941005.0,-3047.0,885774.0,[kJ]
Heat rate - window,-60245.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1475780.0,205.0,1502.0,[kW/m2]
Heat flux - average,577885.0,80.0,493.0,[kW/m2]
,,,,
Mass rate - fuel,612.0,0.0,20.0,[kg]
Mass rate - specimen,569.0,0.0,0.0,[kg]
Mass rate - ventilation in,13140.0,2.0,341.0,[kg]
Mass rate - ventilation ou,51149.0,7.0,11565.0,[kg]
,,,,
Temperature - furnace,-,184.0,1200.0,[deg C]
Temperature - lining,-,-114.0,281.0,[deg C]
Temperature - specimen,-,-58.0,980.0,[deg C]
,,,,
Time - temperature deviation,97.1,-,-,[min]
Time - ventilation controlled,40.9,-,-,[min]
,,,,
Length - charring,38.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
