VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,23755076.0,3299.0,635115.0,[kJ]
Heat rate - burner,17024247.0,2364.0,635115.0,[kJ]
Heat rate - specimen comb.,6730829.0,935.0,6056.0,[kJ]
Heat rate - vent.,-11380543.0,-1581.0,146123.0,[kJ]
Heat rate - lining,-1073662.0,-149.0,852.0,[kJ]
Heat rate - specimen,-490820.0,-68.0,494.0,[kJ]
Heat rate - intern. gas,-14683104.0,-2039.0,593399.0,[kJ]
Heat rate - window,-30598.0,-4.0,50.0,[kJ]
,,,,
Heat flux - instantaneous,768636.0,107.0,1501.0,[kW/m2]
Heat flux - average,249499.0,35.0,418.0,[kW/m2]
,,,,
Mass rate - fuel,367.0,0.0,14.0,[kg]
Mass rate - specimen,354.0,0.0,0.0,[kg]
Mass rate - ventilation in,7865.0,1.0,229.0,[kg]
Mass rate - ventilation ou,33287.0,5.0,7748.0,[kg]
,,,,
Temperature - furnace,-,-13.0,1200.0,[deg C]
Temperature - lining,-,-192.0,141.0,[deg C]
Temperature - specimen,-,-189.0,618.0,[deg C]
,,,,
Time - temperature deviation,107.2,-,-,[min]
Time - ventilation controlled,21.2,-,-,[min]
,,,,
Length - charring,23.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
