VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,79535641.0,11046.0,1851573.0,[kJ]
Heat rate - burner,61472865.0,8537.0,1851573.0,[kJ]
Heat rate - specimen comb.,18062776.0,2509.0,4466.0,[kJ]
Heat rate - vent.,-37747583.0,-5242.0,425979.0,[kJ]
Heat rate - lining,-3776218.0,-524.0,1008.0,[kJ]
Heat rate - specimen,-818841.0,-114.0,279.0,[kJ]
Heat rate - intern. gas,-42853930.0,-5952.0,1730028.0,[kJ]
Heat rate - window,-108331.0,-15.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2589138.0,360.0,1502.0,[kW/m2]
Heat flux - average,1212771.0,168.0,533.0,[kW/m2]
,,,,
Mass rate - fuel,1323.0,0.0,40.0,[kg]
Mass rate - specimen,951.0,0.0,0.0,[kg]
Mass rate - ventilation in,26860.0,4.0,664.0,[kg]
Mass rate - ventilation ou,100914.0,14.0,22587.0,[kg]
,,,,
Temperature - furnace,-,502.0,1200.0,[deg C]
Temperature - lining,-,46.0,415.0,[deg C]
Temperature - specimen,-,168.0,987.0,[deg C]
,,,,
Time - temperature deviation,66.5,-,-,[min]
Time - ventilation controlled,72.3,-,-,[min]
,,,,
Length - charring,62.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
