VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,23869669.0,3315.0,635115.0,[kJ]
Heat rate - burner,16880630.0,2344.0,635115.0,[kJ]
Heat rate - specimen comb.,6989039.0,971.0,6654.0,[kJ]
Heat rate - vent.,-11305432.0,-1570.0,146123.0,[kJ]
Heat rate - lining,-976369.0,-136.0,801.0,[kJ]
Heat rate - specimen,-527680.0,-73.0,554.0,[kJ]
Heat rate - intern. gas,-14683700.0,-2039.0,593399.0,[kJ]
Heat rate - window,-29550.0,-4.0,50.0,[kJ]
,,,,
Heat flux - instantaneous,753818.0,105.0,1502.0,[kW/m2]
Heat flux - average,242513.0,34.0,429.0,[kW/m2]
,,,,
Mass rate - fuel,363.0,0.0,14.0,[kg]
Mass rate - specimen,368.0,0.0,0.0,[kg]
Mass rate - ventilation in,7730.0,1.0,229.0,[kg]
Mass rate - ventilation ou,33170.0,5.0,7748.0,[kg]
,,,,
Temperature - furnace,-,-24.0,1200.0,[deg C]
Temperature - lining,-,-197.0,132.0,[deg C]
Temperature - specimen,-,-194.0,510.0,[deg C]
,,,,
Time - temperature deviation,108.5,-,-,[min]
Time - ventilation controlled,19.8,-,-,[min]
,,,,
Length - charring,22.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
