VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,208401910.0,28943.0,5080629.0,[kJ]
Heat rate - burner,172939894.0,24018.0,5080629.0,[kJ]
Heat rate - specimen comb.,35462016.0,4925.0,7274.0,[kJ]
Heat rate - vent.,-96938506.0,-13463.0,1168852.0,[kJ]
Heat rate - lining,-5528038.0,-768.0,1335.0,[kJ]
Heat rate - specimen,-1534564.0,-213.0,450.0,[kJ]
Heat rate - intern. gas,-117511671.0,-16320.0,4747196.0,[kJ]
Heat rate - window,-134889.0,-19.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,3195693.0,444.0,1502.0,[kW/m2]
Heat flux - average,1603402.0,223.0,552.0,[kW/m2]
,,,,
Mass rate - fuel,3723.0,1.0,109.0,[kg]
Mass rate - specimen,1866.0,0.0,0.0,[kg]
Mass rate - ventilation in,67729.0,9.0,1821.0,[kg]
Mass rate - ventilation ou,270031.0,38.0,61977.0,[kg]
,,,,
Temperature - furnace,-,663.0,1200.0,[deg C]
Temperature - lining,-,136.0,453.0,[deg C]
Temperature - specimen,-,287.0,987.0,[deg C]
,,,,
Time - temperature deviation,47.6,-,-,[min]
Time - ventilation controlled,87.9,-,-,[min]
,,,,
Length - charring,74.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
