VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,93976409.0,13051.0,2464426.0,[kJ]
Heat rate - burner,72450201.0,10062.0,2464426.0,[kJ]
Heat rate - specimen comb.,21526208.0,2990.0,9213.0,[kJ]
Heat rate - vent.,-43203997.0,-6000.0,566971.0,[kJ]
Heat rate - lining,-2230553.0,-310.0,882.0,[kJ]
Heat rate - specimen,-1155265.0,-160.0,554.0,[kJ]
Heat rate - intern. gas,-56993271.0,-7915.0,2302667.0,[kJ]
Heat rate - window,-60727.0,-8.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1479059.0,205.0,1501.0,[kW/m2]
Heat flux - average,580017.0,81.0,492.0,[kW/m2]
,,,,
Mass rate - fuel,1560.0,0.0,53.0,[kg]
Mass rate - specimen,1133.0,0.0,0.0,[kg]
Mass rate - ventilation in,28916.0,4.0,884.0,[kg]
Mass rate - ventilation ou,127296.0,18.0,30063.0,[kg]
,,,,
Temperature - furnace,-,186.0,1200.0,[deg C]
Temperature - lining,-,-113.0,282.0,[deg C]
Temperature - specimen,-,-56.0,979.0,[deg C]
,,,,
Time - temperature deviation,96.8,-,-,[min]
Time - ventilation controlled,41.1,-,-,[min]
,,,,
Length - charring,39.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
