VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,173399052.0,24082.0,4067848.0,[kJ]
Heat rate - burner,151252993.0,21006.0,4067848.0,[kJ]
Heat rate - specimen comb.,22146059.0,3076.0,3604.0,[kJ]
Heat rate - vent.,-78743595.0,-10936.0,935853.0,[kJ]
Heat rate - lining,-6692729.0,-930.0,1487.0,[kJ]
Heat rate - specimen,-898486.0,-125.0,223.0,[kJ]
Heat rate - intern. gas,-86896350.0,-12068.0,3800870.0,[kJ]
Heat rate - window,-167892.0,-23.0,35.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,3256.0,0.0,88.0,[kg]
Mass rate - specimen,1166.0,0.0,0.0,[kg]
Mass rate - ventilation in,61390.0,9.0,1458.0,[kg]
Mass rate - ventilation ou,219052.0,30.0,49622.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,464.0,779.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,92.0,0.0,0.0,[mm]
Content - O2,724571.0,101.0,210.0,[‰ vol.]
