VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,53798293.0,7471.0,1349808.0,[kJ]
Heat rate - burner,39856468.0,5535.0,1349808.0,[kJ]
Heat rate - specimen comb.,13941824.0,1936.0,6037.0,[kJ]
Heat rate - vent.,-25069249.0,-3482.0,310544.0,[kJ]
Heat rate - lining,-2122410.0,-295.0,848.0,[kJ]
Heat rate - specimen,-760386.0,-106.0,367.0,[kJ]
Heat rate - intern. gas,-31233341.0,-4338.0,1261190.0,[kJ]
Heat rate - window,-60040.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1469032.0,204.0,1502.0,[kW/m2]
Heat flux - average,573629.0,80.0,494.0,[kW/m2]
,,,,
Mass rate - fuel,858.0,0.0,29.0,[kg]
Mass rate - specimen,734.0,0.0,0.0,[kg]
Mass rate - ventilation in,17201.0,2.0,485.0,[kg]
Mass rate - ventilation ou,71226.0,10.0,16466.0,[kg]
,,,,
Temperature - furnace,-,180.0,1200.0,[deg C]
Temperature - lining,-,-115.0,279.0,[deg C]
Temperature - specimen,-,-60.0,980.0,[deg C]
,,,,
Time - temperature deviation,97.9,-,-,[min]
Time - ventilation controlled,40.4,-,-,[min]
,,,,
Length - charring,38.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
