VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,72971228.0,10134.0,1851572.0,[kJ]
Heat rate - burner,57191250.0,7943.0,1851572.0,[kJ]
Heat rate - specimen comb.,15779977.0,2192.0,5887.0,[kJ]
Heat rate - vent.,-34343885.0,-4770.0,425979.0,[kJ]
Heat rate - lining,-2669136.0,-371.0,958.0,[kJ]
Heat rate - specimen,-800470.0,-111.0,365.0,[kJ]
Heat rate - intern. gas,-42828416.0,-5948.0,1730028.0,[kJ]
Heat rate - window,-67160.0,-9.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1607909.0,223.0,1502.0,[kW/m2]
Heat flux - average,656280.0,91.0,482.0,[kW/m2]
,,,,
Mass rate - fuel,1231.0,0.0,40.0,[kg]
Mass rate - specimen,831.0,0.0,0.0,[kg]
Mass rate - ventilation in,23782.0,3.0,664.0,[kg]
Mass rate - ventilation ou,97678.0,14.0,22587.0,[kg]
,,,,
Temperature - furnace,-,238.0,1200.0,[deg C]
Temperature - lining,-,-87.0,308.0,[deg C]
Temperature - specimen,-,-23.0,982.0,[deg C]
,,,,
Time - temperature deviation,88.4,-,-,[min]
Time - ventilation controlled,46.6,-,-,[min]
,,,,
Length - charring,43.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
