VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,189717722.0,26348.0,5080626.0,[kJ]
Heat rate - burner,156221410.0,21696.0,5080626.0,[kJ]
Heat rate - specimen comb.,33496312.0,4652.0,12225.0,[kJ]
Heat rate - vent.,-88106963.0,-12236.0,1168852.0,[kJ]
Heat rate - lining,-2850050.0,-396.0,1017.0,[kJ]
Heat rate - specimen,-1657605.0,-230.0,751.0,[kJ]
Heat rate - intern. gas,-117448405.0,-16311.0,4747196.0,[kJ]
Heat rate - window,-67971.0,-9.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1615064.0,224.0,1502.0,[kW/m2]
Heat flux - average,668598.0,93.0,475.0,[kW/m2]
,,,,
Mass rate - fuel,3363.0,0.0,109.0,[kg]
Mass rate - specimen,1763.0,0.0,1.0,[kg]
Mass rate - ventilation in,59324.0,8.0,1821.0,[kg]
Mass rate - ventilation ou,261458.0,36.0,61977.0,[kg]
,,,,
Temperature - furnace,-,247.0,1200.0,[deg C]
Temperature - lining,-,-83.0,312.0,[deg C]
Temperature - specimen,-,-18.0,980.0,[deg C]
,,,,
Time - temperature deviation,86.6,-,-,[min]
Time - ventilation controlled,47.6,-,-,[min]
,,,,
Length - charring,44.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
