VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,242348973.0,33657.0,6248936.0,[kJ]
Heat rate - burner,199468317.0,27702.0,6248936.0,[kJ]
Heat rate - specimen comb.,42880657.0,5955.0,11686.0,[kJ]
Heat rate - vent.,-111563518.0,-15494.0,1437633.0,[kJ]
Heat rate - lining,-3976809.0,-552.0,1124.0,[kJ]
Heat rate - specimen,-1972760.0,-274.0,724.0,[kJ]
Heat rate - intern. gas,-144496605.0,-20068.0,5838843.0,[kJ]
Heat rate - window,-97222.0,-14.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2323356.0,323.0,1502.0,[kW/m2]
Heat flux - average,1041057.0,145.0,530.0,[kW/m2]
,,,,
Mass rate - fuel,4294.0,1.0,135.0,[kg]
Mass rate - specimen,2257.0,0.0,1.0,[kg]
Mass rate - ventilation in,75818.0,11.0,2240.0,[kg]
Mass rate - ventilation ou,324566.0,45.0,76228.0,[kg]
,,,,
Temperature - furnace,-,421.0,1200.0,[deg C]
Temperature - lining,-,3.0,391.0,[deg C]
Temperature - specimen,-,111.0,985.0,[deg C]
,,,,
Time - temperature deviation,76.3,-,-,[min]
Time - ventilation controlled,64.3,-,-,[min]
,,,,
Length - charring,57.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
