VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,243904211.0,33873.0,6248936.0,[kJ]
Heat rate - burner,201405679.0,27971.0,6248936.0,[kJ]
Heat rate - specimen comb.,42498532.0,5902.0,11169.0,[kJ]
Heat rate - vent.,-112402683.0,-15610.0,1437633.0,[kJ]
Heat rate - lining,-4199259.0,-583.0,1165.0,[kJ]
Heat rate - specimen,-1930164.0,-268.0,692.0,[kJ]
Heat rate - intern. gas,-144501700.0,-20068.0,5838843.0,[kJ]
Heat rate - window,-100879.0,-14.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,2401326.0,333.0,1502.0,[kW/m2]
Heat flux - average,1094916.0,152.0,528.0,[kW/m2]
,,,,
Mass rate - fuel,4336.0,1.0,135.0,[kg]
Mass rate - specimen,2237.0,0.0,1.0,[kg]
Mass rate - ventilation in,76674.0,11.0,2240.0,[kg]
Mass rate - ventilation ou,325402.0,45.0,76228.0,[kg]
,,,,
Temperature - furnace,-,448.0,1200.0,[deg C]
Temperature - lining,-,17.0,399.0,[deg C]
Temperature - specimen,-,129.0,985.0,[deg C]
,,,,
Time - temperature deviation,73.5,-,-,[min]
Time - ventilation controlled,67.0,-,-,[min]
,,,,
Length - charring,59.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
