VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,97744219.0,13575.0,2464427.0,[kJ]
Heat rate - burner,76983622.0,10691.0,2464427.0,[kJ]
Heat rate - specimen comb.,20760598.0,2883.0,6620.0,[kJ]
Heat rate - vent.,-45549771.0,-6326.0,566971.0,[kJ]
Heat rate - lining,-3176292.0,-441.0,974.0,[kJ]
Heat rate - specimen,-1016929.0,-141.0,413.0,[kJ]
Heat rate - intern. gas,-56996834.0,-7916.0,2302667.0,[kJ]
Heat rate - window,-82521.0,-11.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1999001.0,278.0,1501.0,[kW/m2]
Heat flux - average,836909.0,116.0,528.0,[kW/m2]
,,,,
Mass rate - fuel,1657.0,0.0,53.0,[kg]
Mass rate - specimen,1093.0,0.0,0.0,[kg]
Mass rate - ventilation in,31329.0,4.0,884.0,[kg]
Mass rate - ventilation ou,129669.0,18.0,30063.0,[kg]
,,,,
Temperature - furnace,-,320.0,1200.0,[deg C]
Temperature - lining,-,-50.0,352.0,[deg C]
Temperature - specimen,-,40.0,985.0,[deg C]
,,,,
Time - temperature deviation,84.4,-,-,[min]
Time - ventilation controlled,54.2,-,-,[min]
,,,,
Length - charring,49.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
