VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,53764235.0,7467.0,1349807.0,[kJ]
Heat rate - burner,38649783.0,5368.0,1349807.0,[kJ]
Heat rate - specimen comb.,15114452.0,2099.0,6800.0,[kJ]
Heat rate - vent.,-24651539.0,-3424.0,310544.0,[kJ]
Heat rate - lining,-1916627.0,-266.0,789.0,[kJ]
Heat rate - specimen,-847745.0,-118.0,415.0,[kJ]
Heat rate - intern. gas,-31239410.0,-4339.0,1261190.0,[kJ]
Heat rate - window,-58160.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1438902.0,200.0,1502.0,[kW/m2]
Heat flux - average,556711.0,77.0,503.0,[kW/m2]
,,,,
Mass rate - fuel,832.0,0.0,29.0,[kg]
Mass rate - specimen,795.0,0.0,0.0,[kg]
Mass rate - ventilation in,16656.0,2.0,485.0,[kg]
Mass rate - ventilation ou,70755.0,10.0,16466.0,[kg]
,,,,
Temperature - furnace,-,164.0,1200.0,[deg C]
Temperature - lining,-,-123.0,271.0,[deg C]
Temperature - specimen,-,-70.0,980.0,[deg C]
,,,,
Time - temperature deviation,101.6,-,-,[min]
Time - ventilation controlled,38.5,-,-,[min]
,,,,
Length - charring,37.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
