VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,161904354.0,22485.0,4067846.0,[kJ]
Heat rate - burner,131376966.0,18246.0,4067846.0,[kJ]
Heat rate - specimen comb.,30527388.0,4240.0,8084.0,[kJ]
Heat rate - vent.,-74957713.0,-10410.0,935853.0,[kJ]
Heat rate - lining,-4075593.0,-566.0,1133.0,[kJ]
Heat rate - specimen,-1395788.0,-194.0,502.0,[kJ]
Heat rate - intern. gas,-94079617.0,-13066.0,3800870.0,[kJ]
Heat rate - window,-100274.0,-14.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2389669.0,332.0,1501.0,[kW/m2]
Heat flux - average,1087336.0,151.0,528.0,[kW/m2]
,,,,
Mass rate - fuel,2828.0,0.0,88.0,[kg]
Mass rate - specimen,1607.0,0.0,0.0,[kg]
Mass rate - ventilation in,51563.0,7.0,1458.0,[kg]
Mass rate - ventilation ou,213657.0,30.0,49622.0,[kg]
,,,,
Temperature - furnace,-,444.0,1200.0,[deg C]
Temperature - lining,-,15.0,398.0,[deg C]
Temperature - specimen,-,127.0,985.0,[deg C]
,,,,
Time - temperature deviation,74.0,-,-,[min]
Time - ventilation controlled,66.6,-,-,[min]
,,,,
Length - charring,58.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
