VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,39175345.0,5441.0,948025.0,[kJ]
Heat rate - burner,27184346.0,3775.0,948025.0,[kJ]
Heat rate - specimen comb.,11990999.0,1665.0,5436.0,[kJ]
Heat rate - vent.,-18171443.0,-2524.0,218110.0,[kJ]
Heat rate - lining,-1815081.0,-252.0,752.0,[kJ]
Heat rate - specimen,-680980.0,-95.0,335.0,[kJ]
Heat rate - intern. gas,-21947882.0,-3048.0,885774.0,[kJ]
Heat rate - window,-57589.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1431771.0,199.0,1501.0,[kW/m2]
Heat flux - average,553188.0,77.0,506.0,[kW/m2]
,,,,
Mass rate - fuel,585.0,0.0,20.0,[kg]
Mass rate - specimen,631.0,0.0,0.0,[kg]
Mass rate - ventilation in,12520.0,2.0,341.0,[kg]
Mass rate - ventilation ou,50605.0,7.0,11565.0,[kg]
,,,,
Temperature - furnace,-,159.0,1200.0,[deg C]
Temperature - lining,-,-125.0,269.0,[deg C]
Temperature - specimen,-,-72.0,979.0,[deg C]
,,,,
Time - temperature deviation,102.6,-,-,[min]
Time - ventilation controlled,38.1,-,-,[min]
,,,,
Length - charring,36.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
