VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,38786534.0,5387.0,635117.0,[kJ]
Heat rate - burner,29156157.0,4049.0,635117.0,[kJ]
Heat rate - specimen comb.,9630378.0,1338.0,1552.0,[kJ]
Heat rate - vent.,-20918711.0,-2905.0,146123.0,[kJ]
Heat rate - lining,-3732483.0,-518.0,830.0,[kJ]
Heat rate - specimen,-393088.0,-55.0,98.0,[kJ]
Heat rate - intern. gas,-13577902.0,-1886.0,593399.0,[kJ]
Heat rate - window,-164350.0,-23.0,34.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,628.0,0.0,14.0,[kg]
Mass rate - specimen,507.0,0.0,0.0,[kg]
Mass rate - ventilation in,17646.0,2.0,229.0,[kg]
Mass rate - ventilation ou,42669.0,6.0,7748.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,464.0,779.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,92.0,0.0,0.0,[mm]
Content - O2,719097.0,100.0,210.0,[‰ vol.]
