VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,56948580.0,7909.0,948028.0,[kJ]
Heat rate - burner,56948580.0,7909.0,948028.0,[kJ]
Heat rate - specimen comb.,0.0,0.0,0.0,[kJ]
Heat rate - vent.,-31642497.0,-4395.0,218110.0,[kJ]
Heat rate - lining,-4903098.0,-681.0,1090.0,[kJ]
Heat rate - specimen,0.0,0.0,0.0,[kJ]
Heat rate - intern. gas,-20236593.0,-2810.0,885774.0,[kJ]
Heat rate - window,-166392.0,-23.0,34.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,1226.0,0.0,20.0,[kg]
Mass rate - specimen,0.0,0.0,0.0,[kg]
Mass rate - ventilation in,27603.0,4.0,341.0,[kg]
Mass rate - ventilation ou,64023.0,9.0,11565.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,-273.0,25.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,0.0,-,-,[min]
,,,,
Length - charring,0.0,0.0,0.0,[mm]
Content - O2,756728.0,105.0,210.0,[‰ vol.]
