VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,43633400.0,6060.0,635118.0,[kJ]
Heat rate - burner,43633400.0,6060.0,635118.0,[kJ]
Heat rate - specimen comb.,0.0,0.0,0.0,[kJ]
Heat rate - vent.,-25621520.0,-3558.0,146123.0,[kJ]
Heat rate - lining,-4290211.0,-596.0,953.0,[kJ]
Heat rate - specimen,0.0,0.0,0.0,[kJ]
Heat rate - intern. gas,-13556182.0,-1883.0,593399.0,[kJ]
Heat rate - window,-165488.0,-23.0,34.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,939.0,0.0,14.0,[kg]
Mass rate - specimen,0.0,0.0,0.0,[kg]
Mass rate - ventilation in,22833.0,3.0,229.0,[kg]
Mass rate - ventilation ou,47231.0,7.0,7748.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,-273.0,25.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,0.0,-,-,[min]
,,,,
Length - charring,0.0,0.0,0.0,[mm]
Content - O2,766431.0,106.0,210.0,[‰ vol.]
