VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,71884778.0,9983.0,1851571.0,[kJ]
Heat rate - burner,52924723.0,7350.0,1851571.0,[kJ]
Heat rate - specimen comb.,18960055.0,2633.0,8493.0,[kJ]
Heat rate - vent.,-32712794.0,-4543.0,425979.0,[kJ]
Heat rate - lining,-1948399.0,-271.0,798.0,[kJ]
Heat rate - specimen,-1053912.0,-146.0,515.0,[kJ]
Heat rate - intern. gas,-42839921.0,-5950.0,1730028.0,[kJ]
Heat rate - window,-58452.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1443366.0,200.0,1502.0,[kW/m2]
Heat flux - average,559108.0,78.0,502.0,[kW/m2]
,,,,
Mass rate - fuel,1139.0,0.0,40.0,[kg]
Mass rate - specimen,998.0,0.0,0.0,[kg]
Mass rate - ventilation in,21789.0,3.0,664.0,[kg]
Mass rate - ventilation ou,95883.0,13.0,22587.0,[kg]
,,,,
Temperature - furnace,-,166.0,1200.0,[deg C]
Temperature - lining,-,-122.0,272.0,[deg C]
Temperature - specimen,-,-68.0,980.0,[deg C]
,,,,
Time - temperature deviation,100.9,-,-,[min]
Time - ventilation controlled,38.9,-,-,[min]
,,,,
Length - charring,37.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
