VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,100183048.0,13913.0,2464428.0,[kJ]
Heat rate - burner,78761819.0,10938.0,2464428.0,[kJ]
Heat rate - specimen comb.,21421229.0,2975.0,6056.0,[kJ]
Heat rate - vent.,-46749344.0,-6493.0,566971.0,[kJ]
Heat rate - lining,-3548511.0,-493.0,1019.0,[kJ]
Heat rate - specimen,-1008868.0,-140.0,378.0,[kJ]
Heat rate - intern. gas,-57013536.0,-7918.0,2302667.0,[kJ]
Heat rate - window,-93993.0,-13.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2260022.0,314.0,1502.0,[kW/m2]
Heat flux - average,998162.0,139.0,532.0,[kW/m2]
,,,,
Mass rate - fuel,1696.0,0.0,53.0,[kg]
Mass rate - specimen,1127.0,0.0,0.0,[kg]
Mass rate - ventilation in,32438.0,5.0,884.0,[kg]
Mass rate - ventilation ou,130827.0,18.0,30063.0,[kg]
,,,,
Temperature - furnace,-,399.0,1200.0,[deg C]
Temperature - lining,-,-9.0,384.0,[deg C]
Temperature - specimen,-,96.0,985.0,[deg C]
,,,,
Time - temperature deviation,78.8,-,-,[min]
Time - ventilation controlled,62.1,-,-,[min]
,,,,
Length - charring,55.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
