VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,83763137.0,11633.0,1851573.0,[kJ]
Heat rate - burner,63606328.0,8834.0,1851573.0,[kJ]
Heat rate - specimen comb.,20156809.0,2799.0,3954.0,[kJ]
Heat rate - vent.,-40105939.0,-5570.0,425979.0,[kJ]
Heat rate - lining,-4498768.0,-625.0,1049.0,[kJ]
Heat rate - specimen,-889544.0,-124.0,247.0,[kJ]
Heat rate - intern. gas,-42866801.0,-5953.0,1730028.0,[kJ]
Heat rate - window,-144803.0,-20.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,3478446.0,483.0,1502.0,[kW/m2]
Heat flux - average,1760355.0,244.0,571.0,[kW/m2]
,,,,
Mass rate - fuel,1369.0,0.0,40.0,[kg]
Mass rate - specimen,1061.0,0.0,0.0,[kg]
Mass rate - ventilation in,28872.0,4.0,664.0,[kg]
Mass rate - ventilation ou,103068.0,14.0,22587.0,[kg]
,,,,
Temperature - furnace,-,721.0,1200.0,[deg C]
Temperature - lining,-,168.0,467.0,[deg C]
Temperature - specimen,-,333.0,987.0,[deg C]
,,,,
Time - temperature deviation,44.9,-,-,[min]
Time - ventilation controlled,93.1,-,-,[min]
,,,,
Length - charring,77.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
