VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,53918536.0,7488.0,1349807.0,[kJ]
Heat rate - burner,37777433.0,5247.0,1349807.0,[kJ]
Heat rate - specimen comb.,16141103.0,2242.0,7341.0,[kJ]
Heat rate - vent.,-24388216.0,-3387.0,310544.0,[kJ]
Heat rate - lining,-1767645.0,-245.0,737.0,[kJ]
Heat rate - specimen,-920501.0,-128.0,454.0,[kJ]
Heat rate - intern. gas,-31245798.0,-4339.0,1261190.0,[kJ]
Heat rate - window,-57201.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1426264.0,198.0,1501.0,[kW/m2]
Heat flux - average,550600.0,76.0,508.0,[kW/m2]
,,,,
Mass rate - fuel,813.0,0.0,29.0,[kg]
Mass rate - specimen,850.0,0.0,0.0,[kg]
Mass rate - ventilation in,16292.0,2.0,485.0,[kg]
Mass rate - ventilation ou,70456.0,10.0,16466.0,[kg]
,,,,
Temperature - furnace,-,156.0,1200.0,[deg C]
Temperature - lining,-,-127.0,267.0,[deg C]
Temperature - specimen,-,-74.0,979.0,[deg C]
,,,,
Time - temperature deviation,103.6,-,-,[min]
Time - ventilation controlled,37.7,-,-,[min]
,,,,
Length - charring,36.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
