VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,249024325.0,34584.0,6248937.0,[kJ]
Heat rate - burner,208433278.0,28947.0,6248937.0,[kJ]
Heat rate - specimen comb.,40591047.0,5637.0,9359.0,[kJ]
Heat rate - vent.,-115434704.0,-16031.0,1437633.0,[kJ]
Heat rate - lining,-5045778.0,-701.0,1308.0,[kJ]
Heat rate - specimen,-1774200.0,-246.0,579.0,[kJ]
Heat rate - intern. gas,-144510698.0,-20070.0,5838843.0,[kJ]
Heat rate - window,-115921.0,-16.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,2732697.0,380.0,1502.0,[kW/m2]
Heat flux - average,1324794.0,184.0,530.0,[kW/m2]
,,,,
Mass rate - fuel,4487.0,1.0,135.0,[kg]
Mass rate - specimen,2136.0,0.0,0.0,[kg]
Mass rate - ventilation in,79813.0,11.0,2240.0,[kg]
Mass rate - ventilation ou,328433.0,46.0,76228.0,[kg]
,,,,
Temperature - furnace,-,552.0,1200.0,[deg C]
Temperature - lining,-,75.0,426.0,[deg C]
Temperature - specimen,-,203.0,985.0,[deg C]
,,,,
Time - temperature deviation,59.2,-,-,[min]
Time - ventilation controlled,77.3,-,-,[min]
,,,,
Length - charring,66.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
