VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,71859403.0,9980.0,1851571.0,[kJ]
Heat rate - burner,53454077.0,7424.0,1851571.0,[kJ]
Heat rate - specimen comb.,18405325.0,2556.0,8158.0,[kJ]
Heat rate - vent.,-32878335.0,-4566.0,425979.0,[kJ]
Heat rate - lining,-2033857.0,-282.0,826.0,[kJ]
Heat rate - specimen,-1014294.0,-141.0,493.0,[kJ]
Heat rate - intern. gas,-42835529.0,-5949.0,1730028.0,[kJ]
Heat rate - window,-59037.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1451695.0,202.0,1502.0,[kW/m2]
Heat flux - average,563749.0,78.0,499.0,[kW/m2]
,,,,
Mass rate - fuel,1151.0,0.0,40.0,[kg]
Mass rate - specimen,969.0,0.0,0.0,[kg]
Mass rate - ventilation in,22011.0,3.0,664.0,[kg]
Mass rate - ventilation ou,96070.0,13.0,22587.0,[kg]
,,,,
Temperature - furnace,-,171.0,1200.0,[deg C]
Temperature - lining,-,-120.0,275.0,[deg C]
Temperature - specimen,-,-65.0,980.0,[deg C]
,,,,
Time - temperature deviation,99.8,-,-,[min]
Time - ventilation controlled,39.4,-,-,[min]
,,,,
Length - charring,38.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
