VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,252233013.0,35030.0,6248938.0,[kJ]
Heat rate - burner,211767325.0,29410.0,6248938.0,[kJ]
Heat rate - specimen comb.,40465687.0,5620.0,8582.0,[kJ]
Heat rate - vent.,-117104801.0,-16263.0,1437633.0,[kJ]
Heat rate - lining,-5530945.0,-768.0,1369.0,[kJ]
Heat rate - specimen,-1742311.0,-242.0,531.0,[kJ]
Heat rate - intern. gas,-144517506.0,-20070.0,5838843.0,[kJ]
Heat rate - window,-127804.0,-18.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,3008389.0,418.0,1502.0,[kW/m2]
Heat flux - average,1509424.0,210.0,538.0,[kW/m2]
,,,,
Mass rate - fuel,4559.0,1.0,135.0,[kg]
Mass rate - specimen,2130.0,0.0,0.0,[kg]
Mass rate - ventilation in,81447.0,11.0,2240.0,[kg]
Mass rate - ventilation ou,330065.0,46.0,76228.0,[kg]
,,,,
Temperature - furnace,-,627.0,1200.0,[deg C]
Temperature - lining,-,117.0,443.0,[deg C]
Temperature - specimen,-,259.0,986.0,[deg C]
,,,,
Time - temperature deviation,49.9,-,-,[min]
Time - ventilation controlled,84.7,-,-,[min]
,,,,
Length - charring,72.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
