VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,192981320.0,26801.0,5080627.0,[kJ]
Heat rate - burner,158472327.0,22009.0,5080627.0,[kJ]
Heat rate - specimen comb.,34508993.0,4793.0,11153.0,[kJ]
Heat rate - vent.,-89383100.0,-12413.0,1168852.0,[kJ]
Heat rate - lining,-3315175.0,-460.0,1030.0,[kJ]
Heat rate - specimen,-1665871.0,-231.0,691.0,[kJ]
Heat rate - intern. gas,-117456643.0,-16312.0,4747196.0,[kJ]
Heat rate - window,-79919.0,-11.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1919005.0,267.0,1502.0,[kW/m2]
Heat flux - average,803838.0,112.0,512.0,[kW/m2]
,,,,
Mass rate - fuel,3412.0,0.0,109.0,[kg]
Mass rate - specimen,1816.0,0.0,1.0,[kg]
Mass rate - ventilation in,60485.0,8.0,1821.0,[kg]
Mass rate - ventilation ou,262691.0,36.0,61977.0,[kg]
,,,,
Temperature - furnace,-,310.0,1200.0,[deg C]
Temperature - lining,-,-53.0,345.0,[deg C]
Temperature - specimen,-,30.0,985.0,[deg C]
,,,,
Time - temperature deviation,82.7,-,-,[min]
Time - ventilation controlled,53.5,-,-,[min]
,,,,
Length - charring,49.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
