VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,23742479.0,3297.0,635115.0,[kJ]
Heat rate - burner,16946049.0,2353.0,635115.0,[kJ]
Heat rate - specimen comb.,6796430.0,944.0,6407.0,[kJ]
Heat rate - vent.,-11320847.0,-1572.0,146123.0,[kJ]
Heat rate - lining,-1018682.0,-141.0,829.0,[kJ]
Heat rate - specimen,-507195.0,-70.0,527.0,[kJ]
Heat rate - intern. gas,-14681575.0,-2039.0,593399.0,[kJ]
Heat rate - window,-29848.0,-4.0,50.0,[kJ]
,,,,
Heat flux - instantaneous,757091.0,105.0,1501.0,[kW/m2]
Heat flux - average,243918.0,34.0,426.0,[kW/m2]
,,,,
Mass rate - fuel,365.0,0.0,14.0,[kg]
Mass rate - specimen,358.0,0.0,0.0,[kg]
Mass rate - ventilation in,7774.0,1.0,229.0,[kg]
Mass rate - ventilation ou,33201.0,5.0,7748.0,[kg]
,,,,
Temperature - furnace,-,-22.0,1200.0,[deg C]
Temperature - lining,-,-196.0,134.0,[deg C]
Temperature - specimen,-,-193.0,536.0,[deg C]
,,,,
Time - temperature deviation,107.9,-,-,[min]
Time - ventilation controlled,20.1,-,-,[min]
,,,,
Length - charring,22.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
