VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,29529943.0,4101.0,635116.0,[kJ]
Heat rate - burner,19986105.0,2776.0,635116.0,[kJ]
Heat rate - specimen comb.,9543838.0,1325.0,3209.0,[kJ]
Heat rate - vent.,-14596443.0,-2027.0,146123.0,[kJ]
Heat rate - lining,-2227197.0,-309.0,696.0,[kJ]
Heat rate - specimen,-492124.0,-68.0,203.0,[kJ]
Heat rate - intern. gas,-14708476.0,-2043.0,593399.0,[kJ]
Heat rate - window,-79093.0,-11.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1971696.0,274.0,1502.0,[kW/m2]
Heat flux - average,811818.0,113.0,547.0,[kW/m2]
,,,,
Mass rate - fuel,430.0,0.0,14.0,[kg]
Mass rate - specimen,502.0,0.0,0.0,[kg]
Mass rate - ventilation in,10725.0,1.0,229.0,[kg]
Mass rate - ventilation ou,36341.0,5.0,7748.0,[kg]
,,,,
Temperature - furnace,-,293.0,1200.0,[deg C]
Temperature - lining,-,-64.0,344.0,[deg C]
Temperature - specimen,-,25.0,985.0,[deg C]
,,,,
Time - temperature deviation,91.2,-,-,[min]
Time - ventilation controlled,51.1,-,-,[min]
,,,,
Length - charring,46.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
