VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,163758386.0,22743.0,4067846.0,[kJ]
Heat rate - burner,133888434.0,18594.0,4067846.0,[kJ]
Heat rate - specimen comb.,29869951.0,4148.0,7414.0,[kJ]
Heat rate - vent.,-76122839.0,-10572.0,935853.0,[kJ]
Heat rate - lining,-4410951.0,-613.0,1186.0,[kJ]
Heat rate - specimen,-1337099.0,-186.0,460.0,[kJ]
Heat rate - intern. gas,-94089336.0,-13067.0,3800870.0,[kJ]
Heat rate - window,-107185.0,-15.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,2540767.0,353.0,1502.0,[kW/m2]
Heat flux - average,1191938.0,166.0,527.0,[kW/m2]
,,,,
Mass rate - fuel,2882.0,0.0,88.0,[kg]
Mass rate - specimen,1572.0,0.0,0.0,[kg]
Mass rate - ventilation in,52760.0,7.0,1458.0,[kg]
Mass rate - ventilation ou,214820.0,30.0,49622.0,[kg]
,,,,
Temperature - furnace,-,493.0,1200.0,[deg C]
Temperature - lining,-,42.0,412.0,[deg C]
Temperature - specimen,-,161.0,985.0,[deg C]
,,,,
Time - temperature deviation,67.0,-,-,[min]
Time - ventilation controlled,71.6,-,-,[min]
,,,,
Length - charring,62.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
