VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,66093676.0,9179.0,1349810.0,[kJ]
Heat rate - burner,51030609.0,7087.0,1349810.0,[kJ]
Heat rate - specimen comb.,15063067.0,2092.0,2472.0,[kJ]
Heat rate - vent.,-31817379.0,-4419.0,310544.0,[kJ]
Heat rate - lining,-4633428.0,-644.0,1030.0,[kJ]
Heat rate - specimen,-622029.0,-86.0,154.0,[kJ]
Heat rate - intern. gas,-28854810.0,-4007.0,1261190.0,[kJ]
Heat rate - window,-166030.0,-23.0,34.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,1099.0,0.0,29.0,[kg]
Mass rate - specimen,793.0,0.0,0.0,[kg]
Mass rate - ventilation in,25483.0,4.0,485.0,[kg]
Mass rate - ventilation ou,78294.0,11.0,16466.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,464.0,779.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,91.0,0.0,0.0,[mm]
Content - O2,707037.0,98.0,210.0,[‰ vol.]
