VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,196913516.0,27347.0,5080627.0,[kJ]
Heat rate - burner,160682205.0,22315.0,5080627.0,[kJ]
Heat rate - specimen comb.,36231311.0,5032.0,10408.0,[kJ]
Heat rate - vent.,-90804414.0,-12611.0,1168852.0,[kJ]
Heat rate - lining,-3743036.0,-520.0,1087.0,[kJ]
Heat rate - specimen,-1700272.0,-236.0,646.0,[kJ]
Heat rate - intern. gas,-117478769.0,-16315.0,4747196.0,[kJ]
Heat rate - window,-92145.0,-13.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2212232.0,307.0,1502.0,[kW/m2]
Heat flux - average,967489.0,134.0,531.0,[kW/m2]
,,,,
Mass rate - fuel,3459.0,0.0,109.0,[kg]
Mass rate - specimen,1907.0,0.0,1.0,[kg]
Mass rate - ventilation in,61702.0,9.0,1821.0,[kg]
Mass rate - ventilation ou,264026.0,37.0,61977.0,[kg]
,,,,
Temperature - furnace,-,385.0,1200.0,[deg C]
Temperature - lining,-,-17.0,379.0,[deg C]
Temperature - specimen,-,85.0,985.0,[deg C]
,,,,
Time - temperature deviation,79.2,-,-,[min]
Time - ventilation controlled,60.6,-,-,[min]
,,,,
Length - charring,54.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
