VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,27707096.0,3848.0,635116.0,[kJ]
Heat rate - burner,18922562.0,2628.0,635116.0,[kJ]
Heat rate - specimen comb.,8784534.0,1220.0,3922.0,[kJ]
Heat rate - vent.,-13363392.0,-1856.0,146123.0,[kJ]
Heat rate - lining,-1787469.0,-248.0,729.0,[kJ]
Heat rate - specimen,-492676.0,-68.0,240.0,[kJ]
Heat rate - intern. gas,-14705817.0,-2042.0,593399.0,[kJ]
Heat rate - window,-58273.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1446623.0,201.0,1501.0,[kW/m2]
Heat flux - average,560991.0,78.0,500.0,[kW/m2]
,,,,
Mass rate - fuel,407.0,0.0,14.0,[kg]
Mass rate - specimen,462.0,0.0,0.0,[kg]
Mass rate - ventilation in,9621.0,1.0,229.0,[kg]
Mass rate - ventilation ou,35185.0,5.0,7748.0,[kg]
,,,,
Temperature - furnace,-,168.0,1200.0,[deg C]
Temperature - lining,-,-121.0,273.0,[deg C]
Temperature - specimen,-,-67.0,979.0,[deg C]
,,,,
Time - temperature deviation,100.4,-,-,[min]
Time - ventilation controlled,39.1,-,-,[min]
,,,,
Length - charring,37.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
