VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,239224614.0,33223.0,6248935.0,[kJ]
Heat rate - burner,196729417.0,27322.0,6248935.0,[kJ]
Heat rate - specimen comb.,42495198.0,5902.0,12461.0,[kJ]
Heat rate - vent.,-110204304.0,-15305.0,1437633.0,[kJ]
Heat rate - lining,-3614899.0,-502.0,1062.0,[kJ]
Heat rate - specimen,-2002063.0,-278.0,772.0,[kJ]
Heat rate - intern. gas,-144472418.0,-20064.0,5838843.0,[kJ]
Heat rate - window,-89879.0,-12.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2161191.0,300.0,1502.0,[kW/m2]
Heat flux - average,935944.0,130.0,530.0,[kW/m2]
,,,,
Mass rate - fuel,4235.0,1.0,135.0,[kg]
Mass rate - specimen,2237.0,0.0,1.0,[kg]
Mass rate - ventilation in,74530.0,10.0,2240.0,[kg]
Mass rate - ventilation ou,323244.0,45.0,76228.0,[kg]
,,,,
Temperature - furnace,-,370.0,1200.0,[deg C]
Temperature - lining,-,-24.0,373.0,[deg C]
Temperature - specimen,-,75.0,985.0,[deg C]
,,,,
Time - temperature deviation,79.8,-,-,[min]
Time - ventilation controlled,59.2,-,-,[min]
,,,,
Length - charring,53.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
