VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,93912457.0,13042.0,2464426.0,[kJ]
Heat rate - burner,71491494.0,9929.0,2464426.0,[kJ]
Heat rate - specimen comb.,22420963.0,3114.0,9807.0,[kJ]
Heat rate - vent.,-42897897.0,-5958.0,566971.0,[kJ]
Heat rate - lining,-2085133.0,-290.0,837.0,[kJ]
Heat rate - specimen,-1219469.0,-169.0,590.0,[kJ]
Heat rate - intern. gas,-57000779.0,-7916.0,2302667.0,[kJ]
Heat rate - window,-59685.0,-8.0,51.0,[kJ]
,,,,
Heat flux - instantaneous,1462953.0,203.0,1502.0,[kW/m2]
Heat flux - average,570183.0,79.0,496.0,[kW/m2]
,,,,
Mass rate - fuel,1539.0,0.0,53.0,[kg]
Mass rate - specimen,1180.0,0.0,1.0,[kg]
Mass rate - ventilation in,28515.0,4.0,884.0,[kg]
Mass rate - ventilation ou,126953.0,18.0,30063.0,[kg]
,,,,
Temperature - furnace,-,177.0,1200.0,[deg C]
Temperature - lining,-,-117.0,278.0,[deg C]
Temperature - specimen,-,-62.0,980.0,[deg C]
,,,,
Time - temperature deviation,98.5,-,-,[min]
Time - ventilation controlled,40.1,-,-,[min]
,,,,
Length - charring,38.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
