VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,72768482.0,10106.0,1349811.0,[kJ]
Heat rate - burner,70809490.0,9834.0,1349811.0,[kJ]
Heat rate - specimen comb.,1958992.0,272.0,310.0,[kJ]
Heat rate - vent.,-38299460.0,-5319.0,310544.0,[kJ]
Heat rate - lining,-5405665.0,-751.0,1201.0,[kJ]
Heat rate - specimen,-77754.0,-11.0,19.0,[kJ]
Heat rate - intern. gas,-28818657.0,-4002.0,1261190.0,[kJ]
Heat rate - window,-166947.0,-23.0,35.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,1524.0,0.0,29.0,[kg]
Mass rate - specimen,103.0,0.0,0.0,[kg]
Mass rate - ventilation in,32569.0,5.0,485.0,[kg]
Mass rate - ventilation ou,84551.0,12.0,16466.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,464.0,779.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,94.0,0.0,0.0,[mm]
Content - O2,746258.0,104.0,210.0,[‰ vol.]
