VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,101542487.0,14102.0,2464428.0,[kJ]
Heat rate - burner,80119338.0,11127.0,2464428.0,[kJ]
Heat rate - specimen comb.,21423150.0,2975.0,5680.0,[kJ]
Heat rate - vent.,-47528846.0,-6601.0,566971.0,[kJ]
Heat rate - lining,-3776260.0,-524.0,1049.0,[kJ]
Heat rate - specimen,-985670.0,-137.0,354.0,[kJ]
Heat rate - intern. gas,-57017596.0,-7919.0,2302667.0,[kJ]
Heat rate - window,-100212.0,-14.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2394692.0,333.0,1501.0,[kW/m2]
Heat flux - average,1090724.0,151.0,528.0,[kW/m2]
,,,,
Mass rate - fuel,1725.0,0.0,53.0,[kg]
Mass rate - specimen,1128.0,0.0,0.0,[kg]
Mass rate - ventilation in,33208.0,5.0,884.0,[kg]
Mass rate - ventilation ou,131600.0,18.0,30063.0,[kg]
,,,,
Temperature - furnace,-,446.0,1200.0,[deg C]
Temperature - lining,-,16.0,398.0,[deg C]
Temperature - specimen,-,128.0,985.0,[deg C]
,,,,
Time - temperature deviation,73.8,-,-,[min]
Time - ventilation controlled,66.8,-,-,[min]
,,,,
Length - charring,58.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
