VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,148907744.0,20680.0,3199486.0,[kJ]
Heat rate - burner,147601936.0,20499.0,3199486.0,[kJ]
Heat rate - specimen comb.,1305807.0,181.0,208.0,[kJ]
Heat rate - vent.,-73106333.0,-10153.0,736077.0,[kJ]
Heat rate - lining,-7281100.0,-1011.0,1618.0,[kJ]
Heat rate - specimen,-51836.0,-7.0,13.0,[kJ]
Heat rate - intern. gas,-68300299.0,-9486.0,2989488.0,[kJ]
Heat rate - window,-168176.0,-23.0,35.0,[kJ]
,,,,
Heat flux - instantaneous,3891213.0,540.0,885.0,[kW/m2]
Heat flux - average,2285119.0,317.0,540.0,[kW/m2]
,,,,
Mass rate - fuel,3178.0,0.0,69.0,[kg]
Mass rate - specimen,69.0,0.0,0.0,[kg]
Mass rate - ventilation in,60082.0,8.0,1147.0,[kg]
Mass rate - ventilation ou,183083.0,25.0,39029.0,[kg]
,,,,
Temperature - furnace,-,905.0,1054.0,[deg C]
Temperature - lining,-,282.0,486.0,[deg C]
Temperature - specimen,-,464.0,779.0,[deg C]
,,,,
Time - temperature deviation,0.0,-,-,[min]
Time - ventilation controlled,111.7,-,-,[min]
,,,,
Length - charring,94.0,0.0,0.0,[mm]
Content - O2,746166.0,104.0,210.0,[‰ vol.]
