VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,190595043.0,26470.0,5080627.0,[kJ]
Heat rate - burner,157902706.0,21929.0,5080627.0,[kJ]
Heat rate - specimen comb.,32692336.0,4540.0,11370.0,[kJ]
Heat rate - vent.,-88727738.0,-12322.0,1168852.0,[kJ]
Heat rate - lining,-3077206.0,-427.0,1064.0,[kJ]
Heat rate - specimen,-1587362.0,-220.0,706.0,[kJ]
Heat rate - intern. gas,-117445595.0,-16311.0,4747196.0,[kJ]
Heat rate - window,-70419.0,-10.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1662960.0,231.0,1502.0,[kW/m2]
Heat flux - average,701123.0,97.0,472.0,[kW/m2]
,,,,
Mass rate - fuel,3399.0,0.0,109.0,[kg]
Mass rate - specimen,1721.0,0.0,1.0,[kg]
Mass rate - ventilation in,60048.0,8.0,1821.0,[kg]
Mass rate - ventilation ou,262131.0,36.0,61977.0,[kg]
,,,,
Temperature - furnace,-,266.0,1200.0,[deg C]
Temperature - lining,-,-73.0,321.0,[deg C]
Temperature - specimen,-,-6.0,980.0,[deg C]
,,,,
Time - temperature deviation,83.7,-,-,[min]
Time - ventilation controlled,49.7,-,-,[min]
,,,,
Length - charring,45.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
