VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,62584259.0,8692.0,1349809.0,[kJ]
Heat rate - burner,45921672.0,6378.0,1349809.0,[kJ]
Heat rate - specimen comb.,16662587.0,2314.0,3547.0,[kJ]
Heat rate - vent.,-30362635.0,-4217.0,310544.0,[kJ]
Heat rate - lining,-3876011.0,-538.0,944.0,[kJ]
Heat rate - specimen,-747817.0,-104.0,222.0,[kJ]
Heat rate - intern. gas,-31258625.0,-4341.0,1261190.0,[kJ]
Heat rate - window,-131603.0,-18.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,3178566.0,441.0,1502.0,[kW/m2]
Heat flux - average,1554404.0,216.0,564.0,[kW/m2]
,,,,
Mass rate - fuel,989.0,0.0,29.0,[kg]
Mass rate - specimen,877.0,0.0,0.0,[kg]
Mass rate - ventilation in,22070.0,3.0,485.0,[kg]
Mass rate - ventilation ou,76286.0,11.0,16466.0,[kg]
,,,,
Temperature - furnace,-,640.0,1200.0,[deg C]
Temperature - lining,-,122.0,452.0,[deg C]
Temperature - specimen,-,273.0,987.0,[deg C]
,,,,
Time - temperature deviation,54.5,-,-,[min]
Time - ventilation controlled,85.4,-,-,[min]
,,,,
Length - charring,71.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
