VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,253960646.0,35270.0,6248938.0,[kJ]
Heat rate - burner,212959709.0,29576.0,6248938.0,[kJ]
Heat rate - specimen comb.,41000937.0,5694.0,8323.0,[kJ]
Heat rate - vent.,-117875928.0,-16371.0,1437633.0,[kJ]
Heat rate - lining,-5777440.0,-802.0,1389.0,[kJ]
Heat rate - specimen,-1765203.0,-245.0,515.0,[kJ]
Heat rate - intern. gas,-144523777.0,-20071.0,5838843.0,[kJ]
Heat rate - window,-136143.0,-19.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,3219400.0,447.0,1502.0,[kW/m2]
Heat flux - average,1624589.0,226.0,552.0,[kW/m2]
,,,,
Mass rate - fuel,4585.0,1.0,135.0,[kg]
Mass rate - specimen,2158.0,0.0,0.0,[kg]
Mass rate - ventilation in,82118.0,11.0,2240.0,[kg]
Mass rate - ventilation ou,330776.0,46.0,76228.0,[kg]
,,,,
Temperature - furnace,-,672.0,1200.0,[deg C]
Temperature - lining,-,141.0,454.0,[deg C]
Temperature - specimen,-,293.0,987.0,[deg C]
,,,,
Time - temperature deviation,46.3,-,-,[min]
Time - ventilation controlled,88.7,-,-,[min]
,,,,
Length - charring,75.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
