VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,71899727.0,9985.0,1851571.0,[kJ]
Heat rate - burner,54290312.0,7540.0,1851571.0,[kJ]
Heat rate - specimen comb.,17609415.0,2446.0,7631.0,[kJ]
Heat rate - vent.,-33156578.0,-4605.0,425979.0,[kJ]
Heat rate - lining,-2168348.0,-301.0,866.0,[kJ]
Heat rate - specimen,-956178.0,-133.0,461.0,[kJ]
Heat rate - intern. gas,-42831590.0,-5948.0,1730028.0,[kJ]
Heat rate - window,-60122.0,-8.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1468935.0,204.0,1502.0,[kW/m2]
Heat flux - average,573743.0,80.0,494.0,[kW/m2]
,,,,
Mass rate - fuel,1169.0,0.0,40.0,[kg]
Mass rate - specimen,927.0,0.0,0.0,[kg]
Mass rate - ventilation in,22374.0,3.0,664.0,[kg]
Mass rate - ventilation ou,96382.0,13.0,22587.0,[kg]
,,,,
Temperature - furnace,-,180.0,1200.0,[deg C]
Temperature - lining,-,-115.0,280.0,[deg C]
Temperature - specimen,-,-60.0,980.0,[deg C]
,,,,
Time - temperature deviation,97.8,-,-,[min]
Time - ventilation controlled,40.5,-,-,[min]
,,,,
Length - charring,38.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
