VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,204595165.0,28414.0,5080628.0,[kJ]
Heat rate - burner,169801462.0,23582.0,5080628.0,[kJ]
Heat rate - specimen comb.,34793703.0,4832.0,7998.0,[kJ]
Heat rate - vent.,-95057865.0,-13202.0,1168852.0,[kJ]
Heat rate - lining,-4941741.0,-686.0,1278.0,[kJ]
Heat rate - specimen,-1523163.0,-212.0,496.0,[kJ]
Heat rate - intern. gas,-117505547.0,-16319.0,4747196.0,[kJ]
Heat rate - window,-116409.0,-16.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,2745624.0,381.0,1502.0,[kW/m2]
Heat flux - average,1333797.0,185.0,530.0,[kW/m2]
,,,,
Mass rate - fuel,3656.0,1.0,109.0,[kg]
Mass rate - specimen,1831.0,0.0,0.0,[kg]
Mass rate - ventilation in,65994.0,9.0,1821.0,[kg]
Mass rate - ventilation ou,268247.0,37.0,61977.0,[kg]
,,,,
Temperature - furnace,-,555.0,1200.0,[deg C]
Temperature - lining,-,77.0,427.0,[deg C]
Temperature - specimen,-,206.0,985.0,[deg C]
,,,,
Time - temperature deviation,58.7,-,-,[min]
Time - ventilation controlled,77.7,-,-,[min]
,,,,
Length - charring,67.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
