VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,251056259.0,34867.0,6248937.0,[kJ]
Heat rate - burner,210606967.0,29249.0,6248937.0,[kJ]
Heat rate - specimen comb.,40449292.0,5618.0,8841.0,[kJ]
Heat rate - vent.,-116498722.0,-16179.0,1437633.0,[kJ]
Heat rate - lining,-5354599.0,-744.0,1348.0,[kJ]
Heat rate - specimen,-1748677.0,-243.0,547.0,[kJ]
Heat rate - intern. gas,-144509447.0,-20069.0,5838843.0,[kJ]
Heat rate - window,-123148.0,-17.0,53.0,[kJ]
,,,,
Heat flux - instantaneous,2897798.0,402.0,1502.0,[kW/m2]
Heat flux - average,1438704.0,200.0,533.0,[kW/m2]
,,,,
Mass rate - fuel,4534.0,1.0,135.0,[kg]
Mass rate - specimen,2129.0,0.0,0.0,[kg]
Mass rate - ventilation in,80868.0,11.0,2240.0,[kg]
Mass rate - ventilation ou,329481.0,46.0,76228.0,[kg]
,,,,
Temperature - furnace,-,599.0,1200.0,[deg C]
Temperature - lining,-,101.0,437.0,[deg C]
Temperature - specimen,-,238.0,985.0,[deg C]
,,,,
Time - temperature deviation,53.1,-,-,[min]
Time - ventilation controlled,82.0,-,-,[min]
,,,,
Length - charring,70.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
