VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,153019709.0,21251.0,4067845.0,[kJ]
Heat rate - burner,124831519.0,17337.0,4067845.0,[kJ]
Heat rate - specimen comb.,28188190.0,3915.0,10447.0,[kJ]
Heat rate - vent.,-71123285.0,-9878.0,935853.0,[kJ]
Heat rate - lining,-2840222.0,-394.0,1024.0,[kJ]
Heat rate - specimen,-1407262.0,-195.0,641.0,[kJ]
Heat rate - intern. gas,-94041609.0,-13060.0,3800870.0,[kJ]
Heat rate - window,-67230.0,-9.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1599223.0,222.0,1502.0,[kW/m2]
Heat flux - average,658139.0,91.0,476.0,[kW/m2]
,,,,
Mass rate - fuel,2687.0,0.0,88.0,[kg]
Mass rate - specimen,1484.0,0.0,1.0,[kg]
Mass rate - ventilation in,48038.0,7.0,1458.0,[kg]
Mass rate - ventilation ou,209963.0,29.0,49622.0,[kg]
,,,,
Temperature - furnace,-,240.0,1200.0,[deg C]
Temperature - lining,-,-86.0,309.0,[deg C]
Temperature - specimen,-,-22.0,980.0,[deg C]
,,,,
Time - temperature deviation,87.5,-,-,[min]
Time - ventilation controlled,47.0,-,-,[min]
,,,,
Length - charring,43.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
