VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,123394213.0,17137.0,3199482.0,[kJ]
Heat rate - burner,99505812.0,13819.0,3199482.0,[kJ]
Heat rate - specimen comb.,23888401.0,3318.0,8107.0,[kJ]
Heat rate - vent.,-57461860.0,-7980.0,736077.0,[kJ]
Heat rate - lining,-3129384.0,-435.0,1002.0,[kJ]
Heat rate - specimen,-1173967.0,-163.0,502.0,[kJ]
Heat rate - intern. gas,-73982785.0,-10275.0,2989488.0,[kJ]
Heat rate - window,-75732.0,-11.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1818187.0,253.0,1502.0,[kW/m2]
Heat flux - average,752221.0,104.0,504.0,[kW/m2]
,,,,
Mass rate - fuel,2142.0,0.0,69.0,[kg]
Mass rate - specimen,1257.0,0.0,0.0,[kg]
Mass rate - ventilation in,39214.0,5.0,1147.0,[kg]
Mass rate - ventilation ou,166689.0,23.0,39029.0,[kg]
,,,,
Temperature - furnace,-,285.0,1200.0,[deg C]
Temperature - lining,-,-65.0,333.0,[deg C]
Temperature - specimen,-,12.0,985.0,[deg C]
,,,,
Time - temperature deviation,84.7,-,-,[min]
Time - ventilation controlled,51.1,-,-,[min]
,,,,
Length - charring,47.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
