VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,96327640.0,13378.0,2464427.0,[kJ]
Heat rate - burner,76528803.0,10628.0,2464427.0,[kJ]
Heat rate - specimen comb.,19798836.0,2750.0,6861.0,[kJ]
Heat rate - vent.,-45019834.0,-6252.0,566971.0,[kJ]
Heat rate - lining,-2982711.0,-414.0,973.0,[kJ]
Heat rate - specimen,-983868.0,-137.0,425.0,[kJ]
Heat rate - intern. gas,-56990122.0,-7915.0,2302667.0,[kJ]
Heat rate - window,-74367.0,-10.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,1790586.0,249.0,1501.0,[kW/m2]
Heat flux - average,735477.0,102.0,505.0,[kW/m2]
,,,,
Mass rate - fuel,1648.0,0.0,53.0,[kg]
Mass rate - specimen,1042.0,0.0,0.0,[kg]
Mass rate - ventilation in,30923.0,4.0,884.0,[kg]
Mass rate - ventilation ou,129199.0,18.0,30063.0,[kg]
,,,,
Temperature - furnace,-,276.0,1200.0,[deg C]
Temperature - lining,-,-70.0,329.0,[deg C]
Temperature - specimen,-,5.0,985.0,[deg C]
,,,,
Time - temperature deviation,85.9,-,-,[min]
Time - ventilation controlled,50.1,-,-,[min]
,,,,
Length - charring,46.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
