VARIABLE,TOT.,AVE. [/s],PEAK [/s],UNIT
Heat rate - overall,75319489.0,10460.0,1851572.0,[kJ]
Heat rate - burner,57987226.0,8053.0,1851572.0,[kJ]
Heat rate - specimen comb.,17332262.0,2407.0,5489.0,[kJ]
Heat rate - vent.,-35326147.0,-4906.0,425979.0,[kJ]
Heat rate - lining,-3039192.0,-422.0,926.0,[kJ]
Heat rate - specimen,-853057.0,-118.0,343.0,[kJ]
Heat rate - intern. gas,-42835481.0,-5949.0,1730028.0,[kJ]
Heat rate - window,-83545.0,-12.0,52.0,[kJ]
,,,,
Heat flux - instantaneous,2031667.0,282.0,1502.0,[kW/m2]
Heat flux - average,853060.0,118.0,533.0,[kW/m2]
,,,,
Mass rate - fuel,1248.0,0.0,40.0,[kg]
Mass rate - specimen,912.0,0.0,0.0,[kg]
Mass rate - ventilation in,24550.0,3.0,664.0,[kg]
Mass rate - ventilation ou,98548.0,14.0,22587.0,[kg]
,,,,
Temperature - furnace,-,325.0,1200.0,[deg C]
Temperature - lining,-,-47.0,356.0,[deg C]
Temperature - specimen,-,44.0,985.0,[deg C]
,,,,
Time - temperature deviation,84.9,-,-,[min]
Time - ventilation controlled,54.6,-,-,[min]
,,,,
Length - charring,49.0,0.0,0.0,[mm]
Content - O2,nan,nan,nan,[‰ vol.]
